extformaction,extfavicon,atsymbol,domaininsubdomains,querylength,randomstring,hostnamelength,urllength,numpercent,subdomainlevel,pctnullselfredirecthyperlinks,fakelinkinstatusbar,relativeformaction,numdash,frequentdomainnamemismatch,pctexthyperlinks,numquerycomponents,numnumericchars,numunderscore,domaininpaths,pathlength,insecureforms,abnormalformaction,pctextresourceurls,numsensitivewords,tildesymbol,embeddedbrandname,httpsinhostname,doubleslashinpath,numhash,numampersand,id,class_label
0,0,0,0,0,1,25,106,0,1,0,0,0,0,0,0,0,0,0,1,74,1,0,0,0,0,0,0,0,0,0,7011,0
1,0,0,0,0,1,13,72,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,8166,0
0,0,0,0,0,0,20,32,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3578,1
1,0,0,0,0,1,23,105,0,0,0,0,0,0,0,0,0,0,1,1,75,1,0,0,0,0,0,0,0,0,0,2751,1
0,0,0,0,0,1,16,27,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,750,1
0,1,0,0,0,1,15,61,0,0,0,0,1,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0,6419,0
0,1,0,0,36,1,19,131,1,0,0,0,0,0,0,0,1,0,3,1,68,1,0,0,0,0,0,0,0,0,0,5749,0
0,1,0,0,37,1,17,157,0,0,0,0,0,0,0,0,1,0,0,1,95,1,0,0,0,0,0,0,0,0,0,2682,1
0,0,0,0,0,1,15,45,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,3915,1
0,0,0,0,0,0,19,73,0,0,0,0,0,0,0,0,0,0,0,1,47,1,0,0,0,0,0,0,0,0,0,7469,0
0,0,0,0,0,0,18,46,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,8886,0
0,0,0,0,0,1,38,57,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1418,1
0,0,0,0,0,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,3975,1
0,0,0,0,0,1,16,71,0,1,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,1,0,0,0,0,7728,0
0,0,0,0,0,1,19,48,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1990,1
0,0,0,0,0,1,29,82,1,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,2761,1
1,0,0,0,0,0,12,49,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,9898,0
0,0,0,0,0,0,25,60,0,1,0,0,1,0,0,0,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,3332,1
0,0,0,0,0,1,13,79,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,456,1
0,0,0,0,0,1,31,55,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,25,1
0,1,0,0,5,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1046,1
0,0,0,0,0,1,14,59,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,1809,1
0,0,0,0,0,1,14,69,0,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0,0,0,0,0,0,0,6643,0
0,0,0,0,0,1,24,60,0,1,0,0,0,0,0,0,0,0,0,0,29,1,0,0,1,1,0,0,0,0,0,3433,1
0,0,0,0,0,1,29,45,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,3327,1
0,0,0,0,0,1,39,89,0,5,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,2229,1
0,0,0,0,119,0,21,180,11,1,0,0,0,0,0,0,4,0,0,0,32,1,0,0,0,0,0,0,0,0,3,6624,0
0,1,0,0,174,0,14,219,0,1,0,0,0,0,0,0,6,0,0,1,23,1,0,0,0,0,0,0,0,0,10,899,1
0,0,0,0,0,0,9,131,0,0,0,0,0,0,0,0,0,0,6,0,115,0,0,0,0,0,0,0,0,0,0,6641,0
0,0,0,0,0,1,24,82,0,1,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,3,7919,0
0,0,0,0,0,1,12,88,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0,0,7412,0
0,0,0,0,0,0,11,28,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,2693,1
0,0,0,0,0,1,15,46,0,1,0,0,1,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,9438,0
1,0,0,0,0,1,18,69,0,1,0,0,0,0,0,0,0,0,0,1,44,1,0,0,0,0,0,0,0,0,0,5314,0
0,1,0,0,31,0,15,87,0,1,0,0,0,0,0,0,4,0,0,0,33,1,0,0,1,0,1,0,0,0,0,2213,1
0,0,0,0,0,1,18,64,0,1,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,6322,0
0,1,0,0,0,1,18,30,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,4929,1
0,1,0,0,0,1,21,41,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,4296,1
0,0,0,0,0,1,20,45,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,1512,1
0,0,0,1,0,1,66,121,0,2,0,0,1,0,0,0,0,0,0,1,48,1,0,0,0,0,0,0,0,0,0,3440,1
0,0,0,0,0,1,17,50,0,1,0,0,1,0,0,0,0,0,0,1,26,1,1,0,0,0,0,0,0,0,0,9652,0
0,0,0,0,0,1,15,46,0,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,1,0,0,0,0,0,0,463,1
0,1,0,0,0,0,26,48,0,1,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,2065,1
0,0,0,0,0,1,16,54,0,1,0,0,1,0,0,0,0,0,1,0,31,1,0,0,0,0,0,0,0,0,0,9885,0
0,0,0,0,0,0,15,49,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,1121,1
1,0,0,0,0,0,18,46,0,1,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,0,0,9641,0
0,0,0,0,0,1,12,44,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,2627,1
0,0,0,0,7,0,17,53,0,1,0,0,0,0,0,0,1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,9861,0
0,1,0,0,32,1,13,100,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,2,0,0,0,0,0,0,550,1
0,1,0,0,0,0,19,82,0,1,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,4456,1
0,0,0,0,0,1,19,78,0,1,0,0,0,0,0,0,0,0,0,1,52,1,0,0,1,0,0,0,0,0,0,7107,0
0,0,0,0,96,0,17,135,0,0,0,0,1,0,0,0,5,0,4,0,14,1,0,0,0,0,0,0,0,0,4,6290,0
0,0,0,0,0,1,16,34,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,3291,1
0,1,0,0,0,1,25,188,0,0,0,0,0,0,0,0,0,0,0,1,156,1,0,0,1,0,0,0,0,0,0,4820,1
0,0,0,0,0,0,29,63,0,1,0,0,0,0,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,0,0,7752,0
0,0,0,0,0,1,14,41,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,9225,0
0,0,0,0,0,1,16,58,0,1,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,9375,0
0,0,0,0,0,1,35,66,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,4224,1
0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,0,0,1,1,17,1,0,0,0,0,0,0,0,0,0,8570,0
1,0,0,0,0,0,16,34,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,8977,0
0,0,0,0,55,0,14,78,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,5,7846,0
0,0,0,0,0,0,23,51,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,1596,1
0,0,0,0,45,0,11,65,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5140,0
0,0,0,0,99,0,17,140,0,1,0,0,0,0,0,0,2,0,2,0,16,1,0,0,1,0,0,0,0,0,0,618,1
1,0,0,0,76,0,18,137,0,0,0,0,0,0,0,0,6,0,3,0,35,1,0,0,0,0,0,0,0,0,5,8185,0
0,0,0,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,4827,1
0,1,0,0,0,0,21,51,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,1,0,0,0,0,2574,1
0,0,0,0,0,1,18,91,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,6383,0
0,0,0,0,0,1,22,84,0,1,0,0,1,0,0,0,0,0,4,1,55,1,0,0,0,0,0,0,0,0,0,6103,0
1,0,0,0,6,1,19,55,0,0,0,0,0,0,0,0,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,8577,0
0,1,0,0,0,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,188,1
0,0,0,0,0,1,17,67,0,1,0,0,1,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,6321,0
0,0,0,0,20,1,18,61,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,7816,0
0,0,0,0,0,1,20,56,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,8617,0
0,0,0,0,0,0,13,42,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,163,1
1,1,0,0,0,1,13,91,0,0,0,0,1,0,0,0,0,0,0,1,71,1,0,0,0,0,0,0,0,0,0,5106,0
0,0,0,0,50,0,14,92,0,1,0,0,0,0,0,0,4,0,0,0,20,1,0,0,0,0,0,0,0,0,0,7497,0
0,1,0,0,0,0,19,66,0,1,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,3373,1
0,0,0,0,0,0,28,76,0,1,0,0,1,0,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,3412,1
1,0,0,0,0,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,8383,0
0,0,0,0,0,1,13,112,0,0,0,0,0,0,0,0,0,0,7,1,92,1,0,0,0,0,0,0,0,0,0,7515,0
0,1,0,0,0,0,15,32,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,3532,1
1,0,0,0,0,1,19,37,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,4401,1
0,0,0,0,0,1,23,118,0,1,0,0,0,0,0,0,0,0,6,1,88,0,0,0,0,0,0,0,0,0,0,7568,0
0,0,0,0,0,1,25,99,0,0,0,0,0,0,0,0,0,0,0,1,67,1,0,0,0,0,0,0,0,0,0,5878,0
0,0,0,0,0,0,12,37,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,9480,0
0,0,0,0,0,0,15,37,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1571,1
0,1,0,0,0,0,11,40,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,3929,1
0,0,0,0,99,1,51,183,0,1,0,0,0,0,0,0,2,0,1,0,25,1,0,0,2,0,0,0,0,0,1,3711,1
0,0,0,0,0,1,19,51,0,1,0,0,1,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,9198,0
1,0,0,0,0,0,15,23,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5011,0
0,0,0,0,0,1,26,56,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,1,0,0,0,0,0,0,4523,1
0,0,0,0,8,1,30,61,0,1,0,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,6114,0
0,0,0,0,0,0,15,52,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,3739,1
0,0,0,0,0,0,17,39,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,9622,0
0,0,0,0,0,1,13,79,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,542,1
0,0,0,0,0,0,11,99,0,0,0,0,0,0,0,0,0,0,0,1,81,1,0,0,0,0,0,0,0,0,0,7088,0
0,0,0,0,0,0,19,46,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9813,0
0,0,0,0,0,1,12,37,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,2618,1
1,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5041,0
0,0,0,0,0,1,15,73,0,0,0,0,0,0,0,0,0,0,0,1,51,1,0,0,0,0,0,0,0,0,0,5296,0
0,1,0,0,0,1,33,101,0,1,0,0,0,0,0,0,0,0,0,1,61,1,0,0,1,0,1,0,0,0,0,3533,1
0,1,0,0,0,0,20,49,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,0,0,0,0,0,1355,1
0,0,0,0,0,1,32,88,0,1,0,0,0,0,0,0,0,0,0,1,49,1,0,0,0,0,0,0,0,0,0,3282,1
0,0,0,0,0,1,20,42,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9633,0
0,0,0,0,19,0,17,66,0,0,0,0,1,0,0,0,2,0,0,1,22,1,0,0,0,0,0,0,0,0,1,6728,0
0,0,0,0,11,1,18,74,0,1,0,0,1,0,0,0,1,0,0,1,37,1,1,0,0,0,0,0,0,0,0,6448,0
0,0,0,0,60,1,24,114,0,1,0,0,0,0,0,0,2,0,0,0,22,1,0,0,0,0,0,0,0,0,2,6048,0
0,0,0,0,0,1,14,123,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,0,0,0,0,0,0,2222,1
0,0,0,0,0,0,15,57,0,0,0,0,1,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,4536,1
0,0,0,0,0,1,16,42,0,0,0,0,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,8948,0
0,0,0,0,0,1,14,35,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,1,0,0,0,0,9090,0
1,1,0,0,0,1,14,108,0,0,0,0,0,0,0,0,0,0,2,1,87,1,0,0,0,0,0,0,0,0,0,1093,1
0,0,0,0,87,0,11,116,0,0,0,0,0,0,0,0,7,0,1,0,10,0,0,0,0,0,0,0,0,0,6,5615,0
0,0,0,0,0,1,22,68,1,1,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,2162,1
0,0,0,1,0,0,27,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8416,0
0,0,0,0,0,0,18,71,0,0,0,0,0,0,0,0,0,0,1,1,46,1,0,0,0,0,0,0,0,0,0,7607,0
0,0,0,0,0,1,28,98,0,1,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,7881,0
0,0,0,0,18,0,16,54,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,1,9066,0
0,0,0,0,0,1,28,62,0,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,7895,0
0,0,0,0,0,1,25,66,0,2,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,780,1
1,0,0,0,0,1,22,90,0,1,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,2317,1
0,0,0,0,0,0,26,65,0,1,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,4392,1
0,0,0,0,0,0,31,80,0,2,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,5187,0
0,0,0,0,6,0,16,42,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8339,0
0,0,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,4882,1
1,0,0,0,0,1,22,67,0,1,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,0,6610,0
0,0,0,0,0,0,24,46,0,1,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,514,1
0,0,0,0,0,1,14,54,0,1,0,0,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,0,0,0,0,9931,0
0,0,0,0,0,1,14,127,0,0,0,0,0,0,0,0,0,0,0,1,106,1,0,0,0,0,0,0,0,0,0,6363,0
1,0,0,0,0,1,14,102,0,0,0,0,0,0,0,0,0,0,1,0,81,1,0,0,0,0,0,0,0,0,0,7232,0
0,0,0,0,0,0,21,52,0,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,9791,0
0,0,0,0,0,0,28,60,0,1,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1784,1
1,0,0,0,0,0,18,46,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,8592,0
0,0,0,0,0,0,24,76,0,1,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,5834,0
0,1,0,0,0,1,21,92,0,1,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,1893,1
0,0,0,0,0,0,7,53,0,0,0,0,1,0,0,0,0,0,0,1,39,1,1,0,0,0,0,0,0,0,0,226,1
0,0,0,0,0,1,21,104,0,1,0,0,0,0,0,0,0,0,0,1,76,1,0,0,0,0,0,0,0,0,0,4686,1
0,0,0,0,0,1,26,98,0,1,0,0,0,0,0,0,0,0,0,1,65,1,0,0,0,0,0,0,0,0,0,5756,0
0,1,0,0,37,1,20,191,0,1,0,0,0,0,0,0,1,0,0,1,126,1,0,0,0,0,0,0,0,0,0,3197,1
0,0,0,0,0,1,18,138,0,1,0,0,0,0,0,0,0,0,1,1,113,0,0,0,0,0,0,0,0,0,0,5485,0
0,0,0,0,0,1,28,71,0,1,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,0,0,0,0,0,0,3742,1
0,0,0,0,0,0,20,53,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,8351,0
0,0,0,0,0,0,26,62,0,0,0,0,0,0,0,0,0,0,1,0,29,1,0,0,1,0,0,0,0,0,0,2802,1
0,0,0,0,0,0,24,61,0,1,0,0,1,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,7548,0
0,0,0,0,0,0,14,67,0,1,0,0,0,0,0,0,0,0,1,0,46,1,0,0,0,0,0,0,0,0,0,4414,1
1,0,0,0,0,0,14,56,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,9048,0
0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1092,1
0,0,0,0,0,0,42,60,0,4,0,0,0,0,0,0,0,0,0,1,11,1,0,0,2,0,0,0,0,0,0,2586,1
0,0,0,0,0,0,13,38,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,579,1
0,0,0,0,0,0,18,45,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1291,1
1,0,0,0,0,1,24,74,0,1,0,0,0,0,0,0,0,0,0,1,43,1,0,0,0,0,0,0,0,0,0,3814,1
0,0,0,0,0,0,20,58,0,1,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,3607,1
0,0,0,1,0,1,57,109,0,2,0,0,1,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,0,0,3761,1
0,0,0,0,0,1,22,93,0,1,0,0,1,0,0,0,0,0,0,1,64,1,0,0,0,0,0,0,0,0,0,1564,1
0,0,0,0,0,0,26,49,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1328,1
0,0,0,0,0,0,24,66,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,2126,1
0,0,0,0,0,0,28,51,0,1,0,0,1,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,8946,0
0,0,0,0,0,1,18,76,0,1,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,4061,1
0,0,0,1,0,1,32,105,0,2,0,0,0,0,0,0,0,0,0,1,66,1,0,0,0,0,0,0,0,0,0,7176,0
1,0,0,0,0,1,13,97,0,0,0,0,0,0,0,0,0,0,0,1,77,1,0,0,0,0,0,0,0,0,0,7574,0
0,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1036,1
0,0,0,0,0,0,19,85,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,7383,0
0,0,0,0,0,1,22,84,0,1,0,0,1,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,0,0,5381,0
0,0,0,0,0,0,24,53,0,1,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,1,0,0,0,0,4687,1
0,0,0,0,0,1,28,76,0,1,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,857,1
0,0,0,0,157,0,12,199,0,0,0,0,0,0,0,0,13,0,4,0,22,1,0,0,1,0,0,0,0,0,6,504,1
0,0,0,0,0,1,17,78,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,0,0,0,1,0,0,0,0,2436,1
0,0,0,0,0,0,29,59,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,9889,0
0,0,0,0,0,1,15,125,0,0,0,0,1,0,0,0,0,0,0,0,103,1,0,0,0,0,0,0,0,0,0,996,1
0,0,0,0,0,0,11,70,0,0,0,0,1,0,0,0,0,0,0,1,52,1,1,0,0,0,0,0,0,0,0,7423,0
0,0,0,0,0,1,45,62,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2768,1
0,0,0,0,0,1,17,115,0,0,0,0,1,0,0,0,0,0,0,1,91,1,1,0,0,0,0,0,0,0,0,6188,0
0,1,0,0,0,0,15,41,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,1,0,0,0,0,1108,1
0,0,0,0,0,1,40,54,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3950,1
1,0,0,0,0,1,15,92,0,0,0,0,1,0,0,0,0,0,0,1,70,1,1,0,0,0,0,0,0,0,0,5933,0
0,0,0,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,971,1
0,0,0,0,0,0,17,43,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,0,0,1619,1
0,0,0,0,0,1,18,72,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,6132,0
0,0,0,0,0,1,14,78,0,0,0,0,0,0,0,0,0,0,0,1,57,1,0,0,0,0,0,0,0,0,0,1007,1
0,0,0,0,0,0,16,61,0,1,0,0,0,0,0,0,0,0,1,1,38,1,0,0,0,0,0,0,0,0,0,2863,1
0,0,0,0,0,1,23,70,0,0,0,0,1,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,2637,1
0,0,0,0,0,1,15,37,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,135,1
0,0,0,0,25,1,16,53,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,835,1
0,1,0,0,44,1,23,140,0,1,0,0,0,0,0,0,3,0,2,1,65,1,0,0,0,0,0,0,0,0,2,5813,0
0,1,0,0,140,0,6,203,0,0,0,0,0,0,0,0,4,0,2,1,49,1,0,0,1,0,1,0,0,0,3,2061,1
0,0,0,0,0,1,13,41,0,0,0,0,1,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,0,0,9130,0
0,1,0,0,35,1,17,155,0,0,0,0,0,0,0,0,0,0,0,1,95,1,0,0,0,0,0,0,0,0,0,2641,1
0,0,0,0,0,0,18,51,0,0,0,0,1,0,0,0,0,0,0,1,26,1,0,0,0,0,0,0,0,0,0,516,1
0,1,0,0,0,1,13,101,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0,0,0,0,0,1841,1
0,0,0,0,0,0,11,57,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0,1130,1
1,0,0,0,0,0,17,50,0,2,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,2537,1
0,0,0,0,23,0,12,65,0,0,0,0,0,0,0,0,4,0,1,0,22,1,0,0,0,0,0,0,0,0,4,1028,1
1,1,0,0,96,1,14,199,0,0,0,0,0,0,0,0,3,0,3,1,81,1,0,0,1,0,0,0,0,0,2,1223,1
0,0,0,0,0,0,32,60,0,2,0,0,1,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,3946,1
0,0,0,0,0,1,18,61,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,1,0,1,0,0,0,0,4416,1
0,0,0,0,0,0,28,50,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,2022,1
0,0,0,0,0,0,13,42,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,117,1
0,0,0,0,6,0,6,61,0,0,0,0,1,0,0,0,1,0,0,0,41,1,0,0,0,0,1,0,0,0,0,6845,0
0,0,0,0,51,0,20,96,0,1,0,0,0,0,0,0,2,0,0,1,17,1,0,0,0,0,0,0,0,0,1,6093,0
0,0,0,0,0,1,18,51,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,2826,1
0,1,1,0,0,1,10,76,1,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,1,0,0,0,0,5132,0
1,0,0,0,8,1,27,122,0,0,0,0,0,0,0,0,1,0,0,1,79,1,0,0,0,0,0,0,0,0,0,5870,0
0,0,0,1,0,1,47,103,0,4,0,0,1,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,3027,1
0,0,0,0,0,1,27,86,0,1,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,0,0,0,0,5317,0
