,InsecureForms,AbnormalFormAction,TildeSymbol,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,NumQueryComponents,PathLevel,NumUnderscore,FakeLinkInStatusBar,id,CLASS_LABEL
2067,1,0,0,0,0,2,2,2,0,6556,0
860,1,0,0,0,0,2,3,1,0,1495,1
1237,1,0,0,0,0,0,3,0,0,1680,1
2242,1,0,0,0,0,0,2,1,0,9181,0
298,1,0,0,0,0,0,4,0,0,4382,1
492,0,0,0,0,0,1,4,0,0,1889,1
183,1,0,0,0,0,0,2,0,0,1949,1
2162,1,1,0,0,0,0,6,0,0,8078,0
2526,1,0,0,0,0,2,4,2,0,6806,0
2134,1,0,0,0,0,5,2,2,0,7165,0
2300,1,0,0,0,0,0,5,0,0,8452,0
34,1,0,0,0,0,1,2,3,0,5749,0
1131,1,0,0,0,0,0,3,0,0,5324,0
293,1,0,0,0,0,4,9,2,0,2061,1
1625,1,0,0,0,0,0,5,0,0,3571,1
98,1,0,0,0,0,0,4,0,0,1593,1
2403,1,0,0,0,0,0,4,0,0,2944,1
656,1,0,0,0,0,3,7,1,0,2475,1
1972,1,0,0,0,0,0,4,0,0,3595,1
1389,1,0,0,0,0,0,5,0,0,8360,0
2619,1,0,0,0,0,0,2,0,0,1032,1
2078,1,0,0,0,0,1,2,0,0,7541,0
1236,1,0,0,0,0,0,2,0,0,1934,1
2424,1,0,0,0,0,0,4,8,0,7628,0
1587,1,0,0,0,0,0,3,0,0,3382,1
2142,0,0,0,0,0,0,2,0,0,6138,0
40,0,0,0,0,0,0,2,0,0,2768,1
2049,1,0,0,0,0,0,3,0,0,3695,1
140,1,0,0,0,0,0,2,0,0,7925,0
1709,1,0,0,0,0,0,2,0,0,2022,1
2421,1,0,0,0,0,0,2,0,0,412,1
2070,1,0,0,0,0,0,5,0,0,121,1
1629,1,0,0,0,0,1,1,1,0,8969,0
602,1,0,0,0,0,0,3,0,0,1836,1
1803,1,0,0,0,0,0,3,0,0,3650,1
1163,1,0,0,0,0,0,3,0,0,3903,1
889,0,0,0,0,0,0,2,0,0,8896,0
780,1,0,0,0,0,0,3,0,0,9357,0
2003,0,0,0,0,0,1,3,0,0,7943,0
84,1,0,0,0,0,0,2,1,0,2136,1
798,0,0,0,0,0,0,3,0,0,5270,0
2654,1,0,0,0,0,0,1,0,0,365,1
1812,1,0,0,0,0,0,4,0,0,4919,1
2507,1,0,0,0,0,2,1,4,0,7045,0
204,1,1,0,0,0,0,3,0,0,8760,0
2604,1,0,0,0,0,0,2,0,0,2465,1
1401,1,0,0,0,0,2,2,0,0,7836,0
683,1,0,0,0,0,0,4,0,0,3233,1
1900,1,0,0,0,0,1,0,0,0,8281,0
850,0,0,0,0,0,0,2,0,0,9534,0
1866,1,1,0,0,0,0,7,1,0,2994,1
508,1,0,0,0,0,0,5,0,0,87,1
652,1,0,0,0,0,0,3,0,0,1018,1
1186,1,0,0,0,0,0,0,0,0,1536,1
1248,1,0,0,0,0,0,4,0,0,404,1
1763,0,0,0,0,0,5,2,1,0,4202,1
1166,1,0,0,0,0,1,2,0,0,168,1
1923,0,0,0,0,0,0,4,0,0,7406,0
1549,1,1,0,0,0,3,1,3,0,5227,0
1653,1,0,0,0,0,4,4,0,0,7497,0
2473,1,0,0,0,0,0,3,0,0,7393,0
2341,1,0,0,0,0,0,4,0,0,3762,1
974,1,0,0,0,0,1,2,0,0,4264,1
1168,1,0,0,0,0,0,4,0,0,910,1
2257,1,0,0,0,0,0,7,0,0,4797,1
1377,1,0,0,0,0,0,5,0,0,3454,1
943,0,0,0,0,0,0,1,0,0,8463,0
189,1,0,0,0,0,0,4,0,0,2695,1
905,1,0,0,0,0,0,4,6,0,7203,0
1261,1,0,0,0,0,0,3,0,0,9274,0
1968,0,0,0,0,0,0,18,0,0,5989,0
764,1,0,0,0,0,0,0,0,0,9926,0
0,1,0,0,0,0,0,1,0,0,7111,0
1075,1,0,0,0,0,0,1,1,0,1461,1
1452,1,0,0,0,0,2,3,7,0,1070,1
136,0,0,0,0,0,4,1,1,0,7458,0
2253,1,0,0,0,0,0,3,0,0,2636,1
926,1,0,0,0,0,0,3,0,0,2712,1
2541,1,0,0,0,0,0,1,0,0,9398,0
610,1,1,0,0,0,0,2,0,0,510,1
532,1,0,0,0,0,0,5,0,0,4639,1
734,1,0,0,0,0,0,3,0,0,4405,1
2511,1,0,0,0,0,0,2,0,0,9443,0
444,1,0,0,0,0,0,4,0,0,1409,1
1184,0,0,0,0,0,1,3,0,0,6486,0
866,1,0,0,0,0,0,3,0,0,156,1
158,1,0,0,0,0,0,5,0,0,484,1
1340,1,0,0,0,0,0,6,0,0,2300,1
379,1,0,0,0,0,0,4,0,0,1255,1
1991,0,0,0,0,0,0,2,0,0,2602,1
1800,1,0,0,0,0,7,3,1,0,6712,0
2603,1,0,0,0,0,1,2,0,0,3791,1
1006,1,1,0,0,0,1,3,0,0,7326,0
2552,1,0,0,0,0,0,5,0,0,5748,0
2442,1,0,0,0,0,0,2,1,0,4003,1
2419,0,0,0,0,0,0,12,0,0,6650,0
2140,1,0,0,0,0,0,3,0,0,2773,1
1858,1,0,0,0,0,0,1,3,0,9705,0
1010,1,0,0,0,0,0,4,0,0,1922,1
268,1,0,0,0,0,0,5,0,0,3440,1
1756,1,0,0,0,0,1,2,2,0,8297,0
1556,1,0,0,0,0,0,3,0,0,2390,1
1878,1,0,0,0,0,0,1,0,0,4401,1
917,1,0,0,0,0,0,3,0,0,9327,0
2038,1,1,0,0,0,0,3,0,0,7733,0
2216,1,0,0,0,0,0,3,0,0,3865,1
81,1,0,0,0,0,2,1,0,0,9996,0
880,1,0,0,0,0,0,3,0,0,1510,1
887,1,0,0,0,0,0,5,0,0,1886,1
677,0,0,0,0,0,0,12,0,0,7234,0
485,1,0,0,0,0,0,3,0,0,206,1
1094,1,0,0,0,0,0,3,0,0,461,1
1855,1,0,0,0,0,0,5,0,0,4012,1
2050,1,0,0,0,0,0,3,0,0,2518,1
161,1,0,0,0,0,0,4,0,0,1556,1
1167,1,0,0,0,0,0,4,0,0,4858,1
472,1,0,0,0,0,0,3,0,0,1804,1
16,0,0,0,0,0,1,0,0,0,8411,0
862,1,1,0,0,0,0,5,0,0,5110,0
2282,1,0,0,0,0,0,0,0,0,5045,0
207,1,0,0,0,0,0,3,0,0,786,1
576,1,0,0,0,0,0,5,0,0,3974,1
2589,1,0,0,0,0,0,3,0,0,4783,1
1478,0,0,0,0,0,0,3,0,0,5350,0
245,1,0,0,0,0,0,7,0,0,996,1
2029,1,0,0,0,0,0,5,0,0,6701,0
1965,1,0,0,0,0,0,3,0,0,3641,1
760,1,0,0,0,0,0,3,0,0,8923,0
133,1,0,0,0,0,0,10,1,0,84,1
1396,0,0,0,0,0,0,4,0,0,2292,1
1170,1,0,0,0,0,0,4,0,0,8066,0
2139,1,0,0,0,0,2,1,1,0,7982,0
8,0,0,0,0,0,0,0,0,0,8329,0
2043,1,0,0,0,0,0,0,0,0,9642,0
2184,1,0,0,0,0,0,2,0,0,5239,0
2085,1,0,0,0,0,2,1,0,0,8071,0
169,0,0,0,0,0,0,1,0,0,9671,0
1835,1,0,0,0,0,0,6,3,0,3300,1
778,1,0,0,0,0,0,1,0,0,2442,1
1281,1,0,0,0,0,0,3,0,0,9036,0
2086,0,0,0,0,0,0,7,0,0,6890,0
722,1,0,0,0,0,0,5,0,0,4703,1
1530,1,0,0,0,0,0,6,0,0,5781,0
2360,1,0,0,0,0,0,1,8,0,6079,0
260,1,0,0,0,0,0,4,0,0,435,1
674,1,0,0,0,0,0,3,0,0,117,1
2527,1,0,0,0,0,0,3,0,0,1579,1
265,1,0,0,0,0,0,3,0,0,1995,1
1,1,0,0,0,0,10,3,3,0,1539,1
1761,1,0,0,0,0,0,2,0,0,6555,0
297,1,0,0,0,0,0,4,0,0,1470,1
1611,1,0,0,0,0,0,8,0,0,303,1
2410,1,0,0,0,0,0,9,0,0,5335,0
1097,1,1,0,0,0,0,2,0,0,7523,0
2037,1,0,0,0,0,0,10,2,0,4851,1
2430,1,0,0,0,0,0,2,0,0,8794,0
1410,1,0,0,0,0,2,3,3,0,1931,1
1295,1,0,0,0,0,5,1,4,0,6290,0
1161,0,0,0,0,0,0,5,2,0,5628,0
2077,1,0,0,0,0,0,1,0,0,9923,0
802,1,1,0,0,0,3,2,1,0,8047,0
1748,1,0,0,0,0,0,3,0,0,4398,1
1158,1,0,0,0,0,0,2,0,0,3923,1
2178,0,0,0,0,0,0,4,6,0,6874,0
2446,0,0,0,0,0,1,1,0,0,9722,0
2494,1,0,0,0,0,0,2,0,0,901,1
894,1,1,0,0,0,2,3,1,0,6008,0
1791,0,0,0,0,0,0,0,0,0,5046,0
447,0,0,0,0,0,0,1,1,0,8909,0
285,1,0,0,0,0,0,2,0,0,5167,0
1589,1,0,0,0,0,0,1,1,0,4601,1
1046,1,0,0,0,0,0,5,0,0,7585,0
1082,1,0,0,0,0,1,2,0,0,8240,0
1787,1,0,0,0,0,0,4,0,0,2929,1
747,1,1,0,0,0,0,2,0,0,5259,0
1293,1,1,0,0,0,0,4,0,0,5176,0
2444,1,0,0,0,0,0,3,0,0,4125,1
1684,1,0,0,0,0,0,5,0,0,946,1
2082,1,0,0,0,0,0,2,0,0,8498,0
1420,1,0,0,0,0,0,2,0,0,9877,0
344,1,0,0,0,0,0,2,0,0,2190,1
488,1,0,0,0,0,0,2,0,0,59,1
1734,1,0,0,0,0,0,4,0,0,1981,1
1731,1,0,0,0,0,0,0,0,0,5066,0
2186,1,0,0,0,0,1,2,2,0,8194,0
845,1,0,0,0,0,0,4,0,0,1083,1
2153,1,1,0,0,0,0,2,0,0,9320,0
1602,0,0,0,0,0,0,0,0,0,8728,0
2052,1,0,0,0,0,6,3,2,0,1285,1
443,1,0,0,0,0,0,4,0,0,797,1
516,1,0,0,0,0,0,6,0,0,2641,1
348,1,0,0,0,0,9,4,2,0,5652,0
2657,1,0,0,0,0,0,2,0,0,512,1
2544,1,0,0,0,0,0,2,0,0,7023,0
1664,1,0,0,0,0,1,2,0,0,6579,0
2199,1,0,0,0,0,0,5,0,0,5252,0
2227,1,0,0,0,0,0,2,0,0,1161,1
122,1,0,0,0,0,0,5,0,0,3567,1
903,0,0,0,0,0,0,0,0,0,5071,0
1001,1,0,0,0,0,0,5,0,0,7310,0
2044,0,0,0,0,0,0,0,0,0,9379,0
1217,1,0,0,0,0,0,5,0,0,1435,1
1949,1,0,0,0,0,0,0,0,0,5087,0
1596,1,0,0,0,0,0,3,0,0,1441,1
43,1,0,0,0,0,0,4,0,0,9869,0
1187,1,0,0,0,0,0,3,0,0,6974,0
538,1,0,0,0,0,1,1,0,0,9086,0
701,1,0,0,0,0,1,2,5,0,229,1
1760,0,0,0,0,0,0,3,0,0,6724,0
675,1,0,0,0,0,0,4,0,0,982,1
1846,1,0,0,0,0,0,5,0,0,3472,1
1203,1,0,0,0,0,0,5,0,0,6610,0
274,1,0,0,0,0,0,4,0,0,4762,1
1328,0,0,0,0,0,0,3,0,0,9742,0
1343,0,0,0,0,0,0,3,0,0,5549,0
669,1,0,0,0,0,0,2,0,0,3743,1
636,1,0,0,0,0,0,7,0,0,1899,1
1922,1,1,0,0,0,0,5,0,0,6235,0
598,1,0,0,0,0,0,3,0,0,8782,0
193,1,0,0,0,0,0,3,0,0,7868,0
990,1,0,0,0,0,2,0,0,0,6901,0
1144,1,0,0,0,0,2,2,0,0,6728,0
1494,1,0,0,0,0,0,3,0,0,213,1
327,1,0,0,0,0,0,5,0,0,7093,0
182,1,0,0,0,0,0,6,0,0,1746,1
2389,1,0,0,0,0,1,3,0,0,4117,1
21,1,0,0,0,0,0,5,0,0,5686,0
2268,1,1,0,0,0,0,4,0,0,7307,0
639,1,0,0,0,0,5,1,0,0,6090,0
663,0,0,0,0,0,3,4,0,0,6020,0
2103,1,0,0,0,0,0,2,0,0,2270,1
518,1,1,0,0,0,2,2,0,0,8337,0
641,1,0,0,0,0,0,3,0,0,1501,1
251,1,0,0,0,0,7,5,4,0,744,1
1562,1,0,0,0,0,0,4,0,0,2871,1
2233,0,0,0,0,0,1,1,0,0,9318,0
662,0,0,0,0,0,1,2,0,0,6984,0
1682,1,0,0,0,0,5,1,2,0,7200,0
730,1,0,0,0,0,0,6,0,0,3827,1
1606,1,1,0,0,0,0,2,0,0,7423,0
2293,1,0,0,0,0,0,3,0,0,1732,1
562,1,0,0,0,0,0,1,0,0,4701,1
2435,1,0,0,0,0,2,1,2,0,6993,0
1474,1,0,0,0,0,4,3,0,0,1253,1
781,1,0,0,0,0,0,2,0,0,7921,0
2659,1,0,0,0,0,0,3,0,0,8367,0
1317,1,0,0,0,0,0,2,0,0,8695,0
2194,1,0,0,0,0,0,4,0,0,9272,0
2308,1,0,0,0,0,0,4,0,0,552,1
1361,1,0,0,0,0,0,2,0,0,2131,1
22,1,0,0,0,0,0,3,0,0,6589,0
1845,1,0,0,0,0,0,8,0,0,301,1
2121,1,0,0,0,0,0,3,0,0,705,1
1510,1,0,0,0,0,0,2,0,0,8276,0
2217,0,0,0,0,0,2,1,0,0,9586,0
1507,1,0,0,0,0,0,1,1,0,8570,0
2431,1,0,0,0,0,0,3,0,0,2003,1
569,0,0,0,0,0,0,2,0,0,8271,0
1638,1,0,0,0,0,0,4,0,0,3409,1
267,1,0,0,0,0,0,2,0,0,9968,0
2438,1,0,0,0,0,0,9,1,0,4912,1
2590,1,0,0,0,0,0,2,0,0,3004,1
2655,1,0,0,0,0,0,2,0,0,368,1
2448,1,0,0,0,0,0,4,0,0,2733,1
743,1,0,0,0,0,0,3,0,0,135,1
1194,1,0,0,0,0,0,2,0,0,1983,1
2196,1,0,0,0,0,0,2,0,0,2607,1
10,1,0,0,0,0,0,3,0,0,9966,0
1861,1,0,0,0,0,0,3,0,0,3294,1
1140,1,0,0,0,0,0,4,0,0,2649,1
2483,0,0,0,0,0,0,0,0,0,8317,0
2647,1,0,0,0,0,0,6,0,0,8094,0
168,0,0,0,0,0,7,2,0,0,5844,0
1518,1,0,0,0,0,0,2,0,0,2853,1
1409,0,0,0,0,0,2,4,1,0,553,1
93,1,0,0,0,0,0,2,1,0,6447,0
1804,1,0,0,0,0,6,0,0,0,7846,0
1062,1,0,0,0,0,0,4,0,0,4512,1
2068,1,1,0,0,0,0,2,0,0,6295,0
2549,1,0,0,0,0,6,4,3,0,8185,0
848,0,0,0,0,0,0,2,0,0,9011,0
1497,1,0,0,0,0,1,3,0,0,1624,1
1978,1,0,0,0,0,0,4,0,0,9907,0
716,1,0,0,0,0,0,6,0,0,2700,1
170,0,0,0,0,0,1,2,1,0,9553,0
1033,1,0,0,0,0,0,3,0,0,1846,1
292,0,0,0,0,0,0,2,0,0,4889,1
1263,1,0,0,0,0,0,5,0,0,5297,0
1827,0,0,0,0,0,1,1,0,0,7917,0
1477,1,0,0,0,0,0,5,0,0,6757,0
1383,1,0,0,0,0,0,3,0,0,4399,1
428,1,0,0,0,0,0,2,0,0,789,1
713,1,0,0,0,0,0,4,0,0,2954,1
822,1,0,0,0,0,2,1,0,0,8112,0
1065,1,0,0,0,0,0,3,0,0,8856,0
1771,0,0,0,0,0,0,3,0,0,6130,0
2026,0,0,0,0,0,0,2,0,0,6955,0
779,1,0,0,0,0,0,3,1,0,5125,0
2588,1,0,0,0,0,0,3,0,0,4824,1
233,1,0,0,0,0,0,3,0,0,6426,0
556,0,0,0,0,0,5,1,0,0,5547,0
154,1,0,0,0,0,2,2,0,0,6231,0
57,1,0,0,0,0,0,4,0,0,4321,1
1882,1,0,0,0,0,0,2,0,0,1853,1
1175,1,0,0,0,0,0,4,0,0,4744,1
896,1,0,0,0,0,0,3,0,0,4332,1
1723,1,0,0,0,0,0,3,0,0,4088,1
237,1,0,0,0,0,3,3,0,0,2555,1
2522,1,0,0,0,0,0,5,1,0,7489,0
2415,1,0,0,0,0,0,4,0,0,7347,0
1344,1,0,0,0,0,0,6,0,0,1660,1
748,1,1,0,0,0,0,4,0,0,6609,0
280,1,0,0,0,0,0,2,0,0,5455,0
1129,1,0,0,0,0,0,6,0,0,2727,1
1920,0,0,0,0,0,0,6,1,0,7770,0
1431,0,0,0,0,0,0,1,1,0,7842,0
934,1,0,0,0,0,0,5,0,0,5277,0
2384,1,0,0,0,0,0,2,0,0,3846,1
2287,1,0,0,0,0,11,2,0,0,6346,0
410,1,0,0,0,0,3,1,0,0,6653,0
108,1,0,0,0,0,0,2,0,0,4630,1
53,1,0,0,0,0,0,4,0,0,456,1
1347,1,1,0,0,0,0,6,8,0,5229,0
1488,1,0,0,0,0,0,4,0,0,3797,1
746,1,0,0,0,0,3,2,4,0,7792,0
2621,1,0,0,0,0,0,6,0,0,395,1
1609,1,0,0,0,0,0,5,0,0,2910,1
1229,1,0,1,0,0,0,3,0,0,3379,1
1536,1,0,0,0,0,0,3,0,0,3780,1
1459,0,0,0,0,0,0,6,1,0,509,1
2375,0,0,0,0,0,0,2,0,0,9779,0
1963,1,0,0,0,0,0,2,0,0,9682,0
506,0,0,0,0,0,0,3,0,0,5857,0
670,1,0,0,0,0,0,3,0,0,7545,0
857,0,0,0,0,0,0,2,0,0,7149,0
2478,1,0,0,0,0,0,2,0,0,7442,0
925,1,0,0,0,0,0,6,0,0,6308,0
1585,0,0,0,0,0,0,2,2,0,8324,0
1613,1,0,0,0,0,1,4,0,0,8135,0
302,1,0,0,0,0,0,1,0,0,7273,0
1646,0,0,0,0,0,0,3,2,0,5232,0
1620,1,0,0,0,0,0,2,0,0,1315,1
469,0,0,0,0,0,0,4,0,0,5235,0
2006,0,0,0,0,0,0,8,1,0,5588,0
1466,1,0,0,0,0,0,3,0,0,8853,0
1534,1,0,0,0,0,0,3,0,0,5786,0
579,1,0,0,0,0,0,2,0,0,8480,0
2212,1,1,0,0,0,5,0,1,0,6721,0
2608,1,0,0,0,0,0,3,0,0,4978,1
1998,1,0,0,0,0,0,4,0,0,2643,1
2207,0,0,0,0,0,0,4,0,0,5029,0
2179,0,0,0,0,0,0,2,0,0,5373,0
1373,1,1,0,0,0,0,4,0,0,7198,0
997,1,0,0,0,0,0,2,0,0,5440,0
882,0,0,0,0,0,0,3,0,0,8373,0
501,1,0,0,0,0,0,2,0,0,5381,0
785,1,0,0,0,0,1,1,0,0,5246,0
151,1,0,0,0,0,0,2,0,0,7472,0
1946,1,0,0,0,0,0,4,0,0,6794,0
2486,1,0,0,0,0,0,4,0,0,3350,1
1622,1,0,0,0,0,0,3,0,0,1960,1
728,1,0,0,0,0,0,3,0,0,9130,0
1749,1,0,0,0,0,0,2,0,0,4164,1
2337,1,0,0,0,0,0,4,0,0,3487,1
294,1,0,0,0,0,0,2,0,0,1766,1
2292,1,0,0,0,0,0,4,0,0,397,1
525,0,0,0,0,0,0,2,0,0,9820,0
1259,0,0,0,0,0,0,2,0,0,8102,0
95,1,0,0,0,0,0,2,0,0,8846,0
993,0,0,0,0,0,1,2,0,0,7359,0
166,1,1,0,0,0,0,3,0,0,9039,0
1592,1,0,0,0,0,0,3,0,0,1847,1
1150,1,0,0,0,0,0,5,0,0,9474,0
2143,1,1,0,0,0,0,3,0,0,9166,0
1538,1,0,0,0,0,0,10,0,0,3659,1
839,1,0,0,0,0,0,7,0,0,3912,1
187,1,0,0,0,0,0,4,0,0,126,1
1635,0,0,0,0,0,0,5,0,0,6076,0
1461,0,0,0,0,0,0,3,0,0,4148,1
1244,1,0,0,0,0,0,3,0,0,9010,0
2062,1,0,0,0,0,0,2,0,0,8304,0
2296,1,0,0,0,0,0,0,0,0,8854,0
1914,1,0,0,0,0,0,2,0,0,6081,0
740,1,0,0,0,0,0,4,0,0,1897,1
2506,1,0,0,0,0,1,5,0,0,5457,0
208,1,0,0,0,0,0,4,4,0,6103,0
341,0,0,0,0,0,0,4,0,0,5841,0
2137,1,0,0,0,0,0,5,0,0,3028,1
588,1,0,0,0,0,0,3,0,0,114,1
1002,1,0,0,0,0,1,2,0,0,8971,0
1701,1,0,0,0,0,0,1,0,0,9622,0
181,0,0,0,0,0,2,1,0,0,7006,0
1195,1,0,0,0,0,0,2,4,0,8117,0
732,1,1,0,0,0,0,2,0,0,7869,0
105,1,0,0,0,0,1,2,1,0,6560,0
2166,1,0,0,0,0,0,2,0,0,9437,0
1575,0,0,0,0,0,0,5,0,0,9149,0
1711,1,0,0,0,0,0,2,0,0,22,1
1962,1,0,0,0,0,0,0,0,0,1528,1
2520,1,0,0,0,0,9,3,3,0,1446,1
1687,1,0,1,0,0,0,3,0,0,3433,1
458,0,0,0,0,0,0,14,0,0,5510,0
708,1,0,0,0,0,0,2,0,0,377,1
2,1,0,0,0,0,0,8,0,0,314,1
2218,1,0,0,0,0,0,1,0,0,9919,0
2016,0,0,0,0,0,0,0,1,0,6147,0
1091,1,0,0,0,0,0,2,0,0,2330,1
949,1,0,0,0,0,0,2,1,0,8635,0
1730,1,1,0,0,0,0,3,0,0,6861,0
256,1,0,0,0,0,0,0,0,0,684,1
536,0,0,0,0,0,0,5,0,0,8200,0
72,1,0,0,0,0,1,1,0,0,9857,0
64,1,0,0,0,0,0,7,0,0,6321,0
812,1,0,0,0,0,0,3,0,0,2635,1
629,0,0,0,0,0,0,2,0,0,8849,0
1371,1,0,0,0,0,0,6,0,0,5774,0
340,1,0,0,0,0,0,2,0,0,2984,1
744,0,0,0,0,0,3,1,0,0,7797,0
622,1,0,0,0,0,0,2,0,0,1689,1
1123,1,0,0,0,0,0,6,0,0,8054,0
1467,0,0,0,0,0,0,2,0,0,2560,1
2433,1,0,0,0,0,0,4,0,0,4581,1
2351,1,0,0,0,0,0,3,0,0,1506,1
351,1,0,0,0,0,0,4,0,0,1784,1
564,1,0,0,0,0,0,4,0,0,6778,0
2599,1,0,0,0,0,6,1,0,0,5742,0
796,1,0,0,0,0,0,5,0,0,995,1
2362,0,0,0,0,0,0,2,0,0,4377,1
1116,1,0,0,0,0,0,5,0,0,8221,0
1035,0,0,0,0,0,8,2,1,0,7448,0
2002,1,0,0,0,0,0,2,0,0,10000,0
1111,1,0,0,0,0,0,5,0,0,3892,1
2123,0,0,0,0,0,0,6,0,0,3607,1
543,1,0,0,0,0,1,1,1,0,5174,0
2264,1,0,0,0,0,19,3,7,0,696,1
271,0,0,0,0,0,0,2,1,0,9632,0
1235,1,1,0,0,0,0,4,0,0,1955,1
2358,1,0,0,0,0,0,4,0,0,1918,1
1092,1,0,0,0,0,1,6,0,0,776,1
2053,1,0,0,0,0,0,4,0,0,2662,1
1537,1,0,0,0,0,0,5,0,0,5840,0
1148,0,0,0,0,0,0,4,0,0,8741,0
2110,1,0,0,0,0,0,4,0,0,9884,0
1594,1,0,0,0,0,0,2,0,0,800,1
412,1,0,0,0,0,0,2,0,0,4029,1
1331,1,0,0,0,0,0,1,0,0,3291,1
420,1,0,0,0,0,0,2,0,0,2621,1
2071,0,0,0,0,0,0,2,0,0,8584,0
750,1,0,0,0,0,0,2,0,0,8479,0
1834,1,1,0,0,0,0,7,0,0,4193,1
1806,1,0,0,0,0,0,3,3,0,7103,0
2355,1,1,0,0,0,0,2,0,0,3105,1
2376,1,0,0,0,0,0,7,0,0,2436,1
2393,1,1,0,0,0,0,3,0,0,5344,0
719,1,0,0,0,0,0,2,0,0,8777,0
1189,1,0,0,0,0,0,2,0,0,11,1
827,1,0,1,0,0,0,4,0,0,462,1
1697,1,0,0,0,0,3,0,0,0,5521,0
2289,1,0,0,0,0,0,7,0,0,4333,1
2458,1,0,0,0,0,0,6,0,0,1359,1
702,1,0,0,0,0,0,4,0,0,3073,1
2267,1,0,0,0,0,5,1,1,1,7947,0
368,0,0,0,0,0,0,4,0,0,5694,0
1672,1,0,0,0,0,0,3,0,0,1780,1
2116,1,0,0,0,0,0,2,0,0,3286,1
534,0,0,0,0,0,0,2,0,0,8828,0
854,1,0,0,0,0,0,3,0,0,1383,1
2203,1,0,0,0,0,0,2,0,0,7707,0
461,1,0,0,0,0,0,4,0,0,3953,1
1016,1,0,0,0,0,0,4,0,0,4224,1
1448,1,0,0,0,0,0,3,0,0,6781,0
635,1,1,0,0,0,0,7,0,0,5427,0
2474,1,0,0,0,0,0,4,1,0,2881,1
523,0,0,0,0,0,0,2,0,0,6512,0
1108,1,0,0,0,0,0,4,0,0,1982,1
886,1,0,0,0,0,0,5,0,0,2084,1
1818,1,0,0,0,0,0,3,0,0,2410,1
1862,1,0,0,0,0,0,2,9,0,8128,0
595,1,0,0,0,0,1,3,0,0,7012,0
127,1,1,0,0,0,0,5,0,0,5933,0
2331,1,0,0,0,0,0,2,0,0,7673,0
346,1,0,0,0,0,0,3,2,0,8647,0
33,1,0,0,0,0,0,1,0,0,7002,0
755,1,0,0,0,0,0,3,0,0,1619,1
1950,1,0,0,0,0,0,2,0,0,2155,1
873,0,0,0,0,0,0,4,0,0,8922,0
1511,1,0,0,0,0,0,4,0,0,1190,1
1766,1,0,0,0,0,0,2,0,0,1519,1
1526,1,0,0,0,0,0,3,0,0,3777,1
1924,0,0,0,0,0,2,1,0,0,6116,0
41,0,0,0,0,0,2,0,1,0,5140,0
356,1,1,0,0,0,0,4,4,0,6776,0
2042,1,0,1,0,0,0,3,0,0,993,1
540,1,0,0,0,0,0,3,0,0,4146,1
1240,1,0,0,0,0,3,2,0,0,6805,0
321,1,0,0,0,0,1,9,0,0,2760,1
1508,1,0,0,0,0,0,5,0,0,1227,1
407,1,0,0,0,0,0,5,2,0,7875,0
416,1,0,0,0,0,0,4,0,0,4607,1
745,1,0,0,0,0,0,8,0,0,3127,1
229,1,0,0,0,0,1,6,0,0,7986,0
381,1,0,0,0,0,0,3,0,0,3117,1
445,1,0,0,0,0,0,3,0,0,3518,1
1543,1,0,0,0,0,0,2,0,0,6124,0
920,1,0,0,0,0,0,3,0,0,997,1
971,1,0,0,0,0,0,4,0,0,853,1
2652,1,0,0,0,0,0,1,0,0,2250,1
79,1,0,0,0,0,0,2,0,0,6868,0
846,1,0,0,0,0,0,2,0,0,8722,0
1906,1,0,0,0,0,0,2,0,0,9090,0
2577,1,0,0,0,0,0,6,0,0,5819,0
200,0,0,0,0,0,1,3,0,0,9007,0
1905,1,0,0,0,0,0,3,0,0,6062,0
1843,0,0,0,0,0,0,2,0,0,8802,0
1728,0,0,0,0,0,1,0,0,0,8811,0
125,0,0,0,0,0,0,6,0,0,8077,0
1751,0,0,0,0,0,0,2,0,0,9725,0
130,1,0,0,0,0,0,3,0,0,3490,1
362,1,0,0,0,0,0,2,0,0,2073,1
1685,1,0,0,0,0,0,2,0,0,2501,1
1174,1,0,0,0,0,0,4,0,0,122,1
2198,0,0,0,0,0,0,1,0,0,9848,0
1640,0,0,0,0,0,0,2,0,0,9021,0
714,1,0,0,0,0,0,3,0,0,8574,0
1036,1,0,0,0,0,0,3,0,0,8264,0
1708,1,0,0,0,0,1,1,1,0,2820,1
1928,0,0,0,0,0,0,5,0,0,5635,0
801,1,0,0,0,0,0,3,1,0,668,1
645,1,0,0,0,0,0,6,0,0,3431,1
2223,1,0,0,0,0,0,3,0,0,3080,1
665,1,0,0,0,0,0,3,0,0,9641,0
471,1,0,0,0,0,0,5,0,0,7700,0
1574,1,0,0,0,0,0,5,0,0,1974,1
2409,1,0,0,0,0,0,2,1,0,2507,1
2299,1,0,0,0,0,0,1,0,0,7816,0
1935,1,0,0,0,0,0,2,0,0,683,1
1931,0,0,0,0,0,0,3,0,0,6715,0
1948,1,0,0,0,0,0,3,0,0,4860,1
156,1,0,0,0,0,2,4,0,0,5868,0
419,1,0,0,0,0,0,1,0,0,8893,0
858,0,0,0,0,0,0,2,0,0,6336,0
2090,1,0,0,0,0,0,2,0,0,579,1
2094,1,0,0,0,0,0,2,0,0,3977,1
459,1,0,0,0,0,0,7,12,0,5382,0
