,NumUnderscore,NumNumericChars,RelativeFormAction,IpAddress,AtSymbol,TildeSymbol,RightClickDisabled,NumHash,HttpsInHostname,SubdomainLevel,PathLevel,RandomString,NumDashInHostname,NumPercent,FakeLinkInStatusBar,QueryLength,AbnormalFormAction,DomainInSubdomains,HostnameLength,EmbeddedBrandName,DomainInPaths,ExtFavicon,NumDash,NumAmpersand,NumQueryComponents,InsecureForms,PctExtResourceUrls,id,UrlLength,PctNullSelfRedirectHyperlinks,NumDots,CLASS_LABEL
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5359,92.0,0.0,1.0,0
551,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8886,46.0,0.0,1.0,0
420,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2621,44.0,0.0,2.0,1
2038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7733,78.0,0.0,3.0,0
2289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,4333,131.0,0.0,4.0,1
895,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8694,41.0,0.0,1.0,0
1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8996,47.0,0.0,1.0,0
1646,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,,0.0,0.0,,0.0,5232,133.0,0.0,2.0,0
1388,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,1504,38.0,0.0,2.0,1
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1,0.0,0.0,34.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,4856,132.0,0.0,1.0,1
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6260,42.0,0.0,1.0,0
430,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5903,37.0,0.0,3.0,0
2590,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,3004,43.0,0.0,3.0,1
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,9890,27.0,,3.0,0
696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1682,76.0,0.0,2.0,1
2449,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,6732,106.0,0.0,1.0,0
1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3903,59.0,0.0,2.0,1
106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,11.0,1.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,9442,55.0,0.0,3.0,0
640,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,140.0,0.0,0.0,12.0,0.0,0.0,0.0,,7.0,11.0,1.0,0.0,864,182.0,0.0,4.0,1
2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,1852,57.0,0.0,3.0,1
2461,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1189,56.0,0.0,3.0,1
1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4820,188.0,0.0,6.0,1
349,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,6915,102.0,0.0,1.0,0
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2643,66.0,0.0,3.0,1
2264,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,180.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,19.0,1.0,0.0,696,222.0,0.0,4.0,1
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0,0.0,0.0,174.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,12.0,6.0,1.0,0.0,417,240.0,0.0,14.0,1
2303,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7073,,0.0,2.0,0
1957,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5884,64.0,,1.0,0
2046,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9310,41.0,0.0,2.0,0
1681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1871,102.0,0.0,4.0,1
1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1947,42.0,0.0,3.0,1
1301,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0.0,,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7804,72.0,0.0,3.0,0
1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9898,49.0,0.0,2.0,0
48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,,0.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,4519,39.0,0.0,3.0,1
1956,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,0.0,0.0,74.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,6480,143.0,0.0,4.0,0
2231,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,77.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,9.0,,0.0,1010,,0.0,4.0,1
2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,,0.0,0.0,0.0,0.0,21.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,2455,54.0,,2.0,1
2273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0,0.0,0.0,0.0,,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2312,,0.0,3.0,1
1329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8726,50.0,0.0,1.0,0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1324,67.0,0.0,4.0,1
325,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,7124,79.0,0.0,,0
1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5963,126.0,0.0,4.0,0
1032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,4483,,0.0,3.0,1
2601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3307,48.0,0.0,2.0,1
227,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,,52.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2172,112.0,0.0,2.0,1
1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2931,38.0,,2.0,1
1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9255,41.0,,2.0,0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,267,54.0,0.0,2.0,1
1683,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,545,56.0,0.0,3.0,1
1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8360,54.0,0.0,2.0,0
2459,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,53.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,7164,87.0,0.0,2.0,0
21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5686,150.0,0.0,1.0,0
2554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0,0.0,0.0,,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8274,85.0,0.0,,0
422,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0,0.0,0.0,,,0.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7742,109.0,0.0,4.0,0
1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,,1.0,,4884,76.0,0.0,2.0,1
989,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,16.0,0.0,162.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,,3.0,,0.0,6403,208.0,0.0,4.0,0
581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3373,66.0,0.0,3.0,1
2606,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,4712,61.0,0.0,2.0,1
2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0,0.0,,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7413,73.0,,1.0,0
1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,384,56.0,0.0,5.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1,0.0,0.0,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1739,38.0,0.0,1.0,1
679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3,0.0,0.0,99.0,0.0,0.0,51.0,,0.0,0.0,0.0,1.0,2.0,,0.0,3711,183.0,0.0,2.0,1
2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6383,91.0,0.0,1.0,0
1511,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1190,51.0,0.0,2.0,1
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,4229,51.0,0.0,3.0,1
1699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,8076,60.0,0.0,1.0,0
2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3691,147.0,0.0,2.0,1
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1664,80.0,0.0,2.0,1
276,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0,0.0,0.0,44.0,0.0,0.0,23.0,0.0,1.0,1.0,0.0,2.0,3.0,,0.0,5813,140.0,0.0,2.0,0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1841,101.0,0.0,1.0,1
185,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,26.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4247,52.0,0.0,3.0,1
2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,906,133.0,0.0,2.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9252,30.0,0.0,2.0,0
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0.0,50.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,7497,92.0,0.0,2.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,8351,53.0,0.0,,0
1041,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,8361,38.0,0.0,2.0,0
1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7844,136.0,0.0,1.0,0
1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,1.0,1,0.0,0.0,0.0,0.0,1.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,64.0,0.0,5.0,1
1810,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5300,63.0,0.0,2.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,0.0,,,0.0,1121,49.0,0.0,2.0,1
1945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8904,48.0,0.0,1.0,0
1475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6887,70.0,0.0,2.0,0
2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9813,46.0,0.0,2.0,0
2206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,103,82.0,,3.0,1
2091,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3243,57.0,0.0,2.0,1
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,35.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2641,155.0,0.0,3.0,1
1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4154,72.0,0.0,3.0,1
2367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,22.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,7701,63.0,0.0,2.0,0
1273,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902,39.0,0.0,2.0,1
467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4573,62.0,0.0,3.0,1
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,0.0,,0.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1974,75.0,,4.0,1
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8912,37.0,0.0,3.0,0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7006,67.0,0.0,3.0,0
1344,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1660,54.0,0.0,1.0,1
1524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4420,56.0,0.0,2.0,1
783,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8946,51.0,0.0,2.0,0
1694,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,9768,57.0,0.0,3.0,0
1490,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,6867,85.0,0.0,2.0,0
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8471,58.0,0.0,1.0,0
240,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1496,50.0,0.0,1.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1191,53.0,0.0,2.0,1
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0,0.0,,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2984,,0.0,3.0,1
186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,3055,62.0,0.0,4.0,1
1552,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,3461,45.0,0.0,3.0,1
2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,463,46.0,0.0,2.0,1
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2239,66.0,0.0,3.0,1
1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7241,81.0,0.0,1.0,0
523,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,6512,108.0,0.0,1.0,0
2443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9605,45.0,0.0,2.0,0
3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,,0.0,0.0,16.0,0.0,0.0,0.0,,3.0,4.0,0.0,0.0,5666,90.0,0.0,1.0,0
2184,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5239,121.0,0.0,2.0,0
1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,773,33.0,0.0,1.0,1
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,5.0,1.0,0,0.0,,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9871,56.0,,3.0,0
