name,vote_rate,vote_count,location,type,cuisine,cost_2pax
lv venkateshwara jolada rotti oota,3.9,35,malleshwaram,quick bites,south indian,300.0
brahmins' thatte idli,3.9,126,rajajinagar,quick bites,south indian,100.0
quickie's,3.9,87,seshadripuram,quick bites,fast food,200.0
shanthi sagar,3.8,74,basaveshwara nagar,casual dining,south indian,400.0
ragoo's kitchen,3.1,94,rajajinagar,quick bites,mangalorean,350.0
donne biryani house,3.5,46,rajajinagar,quick bites,biryani,300.0
thanco's natural ice cream,3.1,8,rajajinagar,dessert parlor,ice cream,450.0
chickpet donne biryani house,3.7,163,vijay nagar,quick bites,biryani,250.0
hotel pork paradise,3.7,21,mysore road,quick bites,south indian,300.0
frozen bottle,3.8,18,basaveshwara nagar,beverage shop,beverages,400.0
chandus delux,3.9,81,malleshwaram,casual dining,south indian,600.0
fish palace,3.0,28,rajajinagar,quick bites,mangalorean,450.0
maiyas,3.9,291,malleshwaram,quick bites,south indian,300.0
surya refreshments,3.9,41,malleshwaram,quick bites,south indian,150.0
new shanthi sagar,3.5,10,rajajinagar,quick bites,chinese,300.0
atithi,3.7,18,rajajinagar,casual dining,north indian,750.0
dharwad line bazar mishra pedha,3.4,8,rajajinagar,takeaway,desserts,150.0
sangam sweets,3.1,27,seshadripuram,sweet shop,mithai,200.0
coastal spice,3.7,57,rajajinagar,casual dining,seafood,900.0
goli vada pav no. 1,3.6,42,rajajinagar,quick bites,street food,200.0
hotel savaji's,3.5,36,rajajinagar,quick bites,south indian,300.0
sri krishna sweets,3.7,27,malleshwaram,sweet shop,mithai,250.0
sweet chariot,3.1,7,basaveshwara nagar,dessert parlor,bakery,500.0
lassi & cream,3.2,4,rajajinagar,quick bites,fast food,200.0
indian's biriyani point,3.3,5,rajajinagar,quick bites,biryani,200.0
dhanya nati style restaurant,3.1,37,rajajinagar,quick bites,south indian,300.0
biriyani adda,3.1,38,rajajinagar,quick bites,biryani,350.0
the cake factory,3.4,4,rajajinagar,bakery,bakery,300.0
swadisht inn,3.5,15,rajajinagar,casual dining,andhra,700.0
bombay kulfis,3.3,6,rajajinagar,dessert parlor,ice cream,200.0
gowdru mane bhaduta,3.2,4,rajajinagar,quick bites,north indian,400.0
altaj restaurant,3.4,7,rajajinagar,casual dining,north indian,700.0
sri durga grand,3.3,5,rajajinagar,quick bites,south indian,300.0
mallnad hotel,3.2,4,rajajinagar,quick bites,north indian,300.0
shradhi lunch home,3.2,4,rajajinagar,quick bites,mughlai,400.0
star biryani & kebab centre,3.4,10,rajajinagar,quick bites,biryani,150.0
ambika biryani corner,3.5,37,rajajinagar,quick bites,biryani,300.0
chickz n cheez,3.4,22,rajajinagar,quick bites,north indian,300.0
udupa fast food,3.3,4,rajajinagar,quick bites,south indian,400.0
buttercup bakes,3.6,12,rajajinagar,bakery,bakery,500.0
new prashantha naati corner,3.3,6,rajajinagar,quick bites,south indian,400.0
gundappa donne biryani,3.8,177,seshadripuram,quick bites,biryani,300.0
karnataka bhel house,4.1,453,basavanagudi,quick bites,street food,100.0
cinnamon,3.7,28,seshadripuram,casual dining,north indian,1000.0
papanna's biriyani,3.9,175,basaveshwara nagar,quick bites,biryani,350.0
malleshwaram holige mane,3.5,7,malleshwaram,quick bites,south indian,200.0
cafe mamma mia,3.7,239,basaveshwara nagar,casual dining,continental,600.0
grand sweets & snacks,3.3,5,malleshwaram,sweet shop,mithai,300.0
mouthfull of cake,3.9,57,basaveshwara nagar,quick bites,desserts,600.0
dharwad line bazar mishra pedha,3.4,4,malleshwaram,sweet shop,mithai,150.0
shaken & stirred,3.9,86,race course road,bar,continental,1500.0
parinitha biryani corner,3.3,5,magadi road,quick bites,biryani,300.0
kaulige millet corner,3.3,4,basavanagudi,quick bites,healthy food,150.0
benaka sweets,3.3,7,vijay nagar,sweet shop,mithai,300.0
ganesh grand,3.7,31,basavanagudi,quick bites,south indian,300.0
all shook up!,3.6,19,rajajinagar,dessert parlor,desserts,300.0
falafal,3.3,4,city market,takeaway,healthy food,200.0
the sip shop,3.3,4,basavanagudi,quick bites,pizza,200.0
stevie's,4.1,80,malleshwaram,cafe,cafe,500.0
the green path - forgotten food,4.3,1145,malleshwaram,casual dining,north indian,1100.0
natural ice cream,4.3,190,malleshwaram,dessert parlor,ice cream,200.0
california burrito,4.2,124,malleshwaram,food court,mexican,400.0
park view restaurant,3.8,128,vijay nagar,casual dining,north indian,600.0
kentaky fast food,3.2,46,basaveshwara nagar,quick bites,north indian,350.0
namana restaurant,3.7,30,basaveshwara nagar,quick bites,north indian,300.0
viking,2.9,86,malleshwaram,casual dining,chinese,450.0
apsara ice cream,4.0,25,malleshwaram,dessert parlor,ice cream,200.0
chopstick world,4.0,178,basaveshwara nagar,casual dining,chinese,750.0
l j fast food,3.3,6,malleshwaram,quick bites,chinese,300.0
grits cafe,3.6,15,magadi road,quick bites,fast food,300.0
the donut baker,3.5,8,malleshwaram,bakery,desserts,150.0
matsya lunch home,3.8,13,malleshwaram,quick bites,mangalorean,400.0
grub by 3g's,3.3,4,malleshwaram,casual dining,continental,1500.0
currylicious,3.1,49,malleshwaram,food court,south indian,800.0
the rasoi,3.7,33,seshadripuram,casual dining,north indian,650.0
cake of the day,3.3,16,basaveshwara nagar,takeaway,desserts,300.0
nebula,3.3,6,malleshwaram,casual dining,north indian,700.0
cravingz,3.8,16,malleshwaram,food court,fast food,400.0
lakshmi mess,3.3,13,malleshwaram,mess,south indian,200.0
srushti veg,3.3,6,majestic,casual dining,north indian,600.0
swathi delux,3.2,11,majestic,casual dining,north indian,450.0
cream and bakes,3.3,7,basaveshwara nagar,dessert parlor,desserts,100.0
cream factory,3.4,17,malleshwaram,dessert parlor,desserts,400.0
bansuri sweets,3.5,49,basaveshwara nagar,sweet shop,mithai,250.0
pure & natural,2.6,30,malleshwaram,quick bites,healthy food,500.0
cauvery punjabi khana,3.4,11,majestic,quick bites,north indian,300.0
ma~ga~di,3.3,12,vijay nagar,casual dining,north indian,800.0
four seasons fast food,3.3,20,malleshwaram,quick bites,north indian,400.0
sbarro,2.8,270,malleshwaram,food court,pizza,500.0
mojo pizza - 2x toppings,4.2,290,rajajinagar,takeaway,pizza,600.0
new bombay vada pav,3.4,61,rajajinagar,quick bites,fast food,150.0
halli mane,3.2,5,majestic,quick bites,south indian,300.0
hotel karavali beach,3.5,19,seshadripuram,casual dining,seafood,500.0
melting melodies,3.3,10,malleshwaram,dessert parlor,desserts,250.0
the fiery indian kitchen,3.4,7,majestic,casual dining,north indian,700.0
seafood dot grill,3.9,36,yeshwantpur,casual dining,seafood,1200.0
o.g. variar & sons,4.8,1161,rajajinagar,bakery,bakery,200.0
kanti sweets,3.8,114,rajajinagar,quick bites,mithai,400.0
frozenheit?,4.0,155,rajajinagar,dessert parlor,ice cream,500.0
polar bear,3.9,115,rajajinagar,dessert parlor,desserts,400.0
thanco's natural ice cream,3.1,8,rajajinagar,dessert parlor,ice cream,450.0
sweet truth,4.0,39,rajajinagar,delivery,bakery,500.0
scoops n smiles,3.3,7,rajajinagar,dessert parlor,desserts,200.0
ibaco,3.6,39,rajajinagar,dessert parlor,desserts,300.0
amma's pastries,3.8,56,rajajinagar,bakery,bakery,400.0
troll cafe,3.5,8,rajajinagar,cafe,cafe,400.0
dharwad line bazar mishra pedha,3.4,8,rajajinagar,takeaway,desserts,150.0
robin brown ice creams,3.5,13,rajajinagar,dessert parlor,ice cream,200.0
just bake,3.5,14,rajajinagar,bakery,bakery,400.0
cakeport,3.4,36,rajajinagar,dessert parlor,bakery,400.0
baskin robbins,2.9,20,rajajinagar,dessert parlor,ice cream,250.0
peppermint,3.4,10,rajajinagar,dessert parlor,ice cream,350.0
sweet chariot,3.3,4,rajajinagar,bakery,bakery,500.0
the cake factory,3.4,4,rajajinagar,bakery,bakery,300.0
sri venkateshwara sweet house,3.3,8,rajajinagar,dessert parlor,desserts,100.0
karigiri refreshments,3.7,10,rajajinagar,quick bites,fast food,300.0
bombay kulfis,3.3,6,rajajinagar,dessert parlor,ice cream,200.0
cream house,3.0,28,rajajinagar,dessert parlor,desserts,300.0
holige mane,3.6,15,rajajinagar,sweet shop,mithai,100.0
buttercup bakes,3.6,12,rajajinagar,bakery,bakery,500.0
shanthala icecreams,3.4,7,rajajinagar,dessert parlor,ice cream,150.0
aishwarya sweets,3.6,24,rajajinagar,sweet shop,mithai,250.0
asha sweets centre,3.7,53,rajajinagar,takeaway,mithai,250.0
bakers paradise,3.0,8,rajajinagar,bakery,bakery,100.0
onesta,4.3,397,basaveshwara nagar,casual dining,pizza,600.0
rolling waffles,3.8,35,basaveshwara nagar,dessert parlor,desserts,250.0
natural ice cream,4.2,148,basaveshwara nagar,dessert parlor,ice cream,200.0
stoned monkey,4.1,179,basaveshwara nagar,dessert parlor,desserts,500.0
kool joint,3.4,10,basaveshwara nagar,dessert parlor,ice cream,200.0
ice fort,3.7,23,basaveshwara nagar,dessert parlor,ice cream,300.0
shree mahalakshmi sweets,3.9,61,basaveshwara nagar,sweet shop,mithai,100.0
havmor,3.8,43,basaveshwara nagar,dessert parlor,ice cream,200.0
slanz cafe,3.6,99,basaveshwara nagar,cafe,cafe,500.0
mouthfull of cake,3.9,57,basaveshwara nagar,quick bites,desserts,600.0
roll over,3.8,75,basaveshwara nagar,dessert parlor,desserts,350.0
cake of the day,3.3,16,basaveshwara nagar,takeaway,desserts,300.0
cream and bakes,3.3,7,basaveshwara nagar,dessert parlor,desserts,100.0
bansuri sweets,3.5,49,basaveshwara nagar,sweet shop,mithai,250.0
pavitra paradise,3.8,46,basaveshwara nagar,bakery,bakery,200.0
keventers,3.7,39,basaveshwara nagar,beverage shop,beverages,400.0
"cinnamon - renaissance hotel, bengaluru",4.3,236,race course road,dessert parlor,desserts,500.0
corner house ice cream,4.4,406,seshadripuram,dessert parlor,ice cream,400.0
smoor,4.2,290,malleshwaram,cafe,desserts,700.0
frozen coast,3.9,108,malleshwaram,dessert parlor,desserts,250.0
bun world,3.9,133,malleshwaram,bakery,bakery,250.0
sreeraj lassi bar,3.8,72,malleshwaram,dessert parlor,beverages,150.0
warm oven,4.0,28,malleshwaram,bakery,bakery,500.0
flodeis,3.4,10,vijay nagar,dessert parlor,desserts,300.0
apsara ice cream,4.0,25,malleshwaram,dessert parlor,ice cream,200.0
kulfi story,3.5,10,malleshwaram,dessert parlor,desserts,100.0
cupcake bliss,3.7,4,malleshwaram,takeaway,bakery,200.0
sri venkateshwara sweetmeat stall,3.8,28,malleshwaram,sweet shop,mithai,300.0
krispy kreme,4.1,197,malleshwaram,dessert parlor,desserts,300.0
the donut baker,3.5,8,malleshwaram,bakery,desserts,150.0
grand sweets & snacks,3.3,5,malleshwaram,sweet shop,mithai,300.0
mr. gola,3.7,12,malleshwaram,dessert parlor,desserts,100.0
froststicks,3.9,46,malleshwaram,food court,desserts,150.0
cookie man,3.7,31,malleshwaram,dessert parlor,bakery,150.0
sri krishna sweets,3.7,27,malleshwaram,sweet shop,mithai,250.0
dharwad line bazar mishra pedha,3.4,4,malleshwaram,sweet shop,mithai,150.0
cream & fudge,3.3,4,malleshwaram,dessert parlor,ice cream,250.0
art cafe,3.5,7,malleshwaram,cafe,cafe,1000.0
the waffles hut,3.6,17,malleshwaram,dessert parlor,desserts,400.0
melting melodies,3.3,10,malleshwaram,dessert parlor,desserts,250.0
cravingz,3.8,16,malleshwaram,food court,fast food,400.0
amrith ice cream,4.1,81,malleshwaram,dessert parlor,ice cream,100.0
hoai ice cafe,3.5,12,malleshwaram,dessert parlor,desserts,150.0
sri shakti sweets,3.4,9,majestic,sweet shop,mithai,150.0
oh so stoned!,4.1,96,malleshwaram,food court,beverages,250.0
gelato italiano,3.8,51,malleshwaram,dessert parlor,ice cream,200.0
cream factory,3.4,17,malleshwaram,dessert parlor,desserts,400.0
mad over donuts,3.9,131,malleshwaram,food court,bakery,450.0
waffle stories,3.9,360,malleshwaram,food court,desserts,300.0
cold stone creamery,4.1,143,malleshwaram,dessert parlor,ice cream,400.0
jetlag,4.3,1103,rajajinagar,bar,finger food,1650.0
stories,4.6,2423,rajajinagar,casual dining,continental,1100.0
barbeque nation,4.5,1284,rajajinagar,casual dining,north indian,1600.0
mysore hanumanthu palav,3.9,74,rajajinagar,casual dining,south indian,500.0
hotel nalapaka,4.3,690,rajajinagar,casual dining,south indian,400.0
sagar hotel,4.3,818,rajajinagar,casual dining,north indian,600.0
the higher taste,4.3,858,rajajinagar,casual dining,pizza,800.0
al-bek,4.1,568,rajajinagar,casual dining,mughlai,700.0
kava - fairfield by marriott,4.0,617,rajajinagar,fine dining,north indian,1800.0
swathi,3.8,591,rajajinagar,casual dining,andhra,700.0
empire restaurant,4.0,633,rajajinagar,casual dining,north indian,750.0
jalpaan,3.9,676,rajajinagar,casual dining,north indian,900.0
sea route,4.1,428,rajajinagar,casual dining,seafood,1100.0
hotel kadamba veg,3.8,335,rajajinagar,casual dining,south indian,450.0
nandhana palace,4.0,930,rajajinagar,casual dining,andhra,800.0
mayura 1989,3.7,103,rajajinagar,casual dining,andhra,900.0
andhra vantakam,3.9,320,rajajinagar,casual dining,andhra,800.0
1947,3.9,620,rajajinagar,casual dining,north indian,1000.0
the purple pan,4.1,502,rajajinagar,casual dining,north indian,600.0
kim lee restaurant,3.8,149,rajajinagar,casual dining,chinese,700.0
annappa's naati mane,3.5,73,rajajinagar,quick bites,south indian,400.0
asha food camp,4.0,137,rajajinagar,casual dining,desserts,700.0
sangam restaurant,3.7,81,rajajinagar,casual dining,north indian,600.0
ragoo's kitchen,3.1,94,rajajinagar,quick bites,mangalorean,350.0
sunny spice chinese restaurant,3.3,44,rajajinagar,casual dining,chinese,650.0
fish palace,3.0,28,rajajinagar,quick bites,mangalorean,450.0
kava bar - fairfield by marriott,3.4,10,rajajinagar,bar,north indian,1800.0
atithi,3.7,18,rajajinagar,casual dining,north indian,750.0
vande matharam,2.3,180,rajajinagar,casual dining,north indian,500.0
kitchen king naati style,3.8,27,rajajinagar,casual dining,south indian,500.0
hotel karavali fish palace,3.8,20,rajajinagar,quick bites,seafood,400.0
coastal spice,3.7,57,rajajinagar,casual dining,seafood,900.0
chord road resto-bar,3.2,97,rajajinagar,casual dining,north indian,1000.0
navrang kabab korner,3.7,349,rajajinagar,casual dining,north indian,600.0
aramane brundavan,3.3,4,rajajinagar,casual dining,chinese,450.0
al-taj restaurant,3.3,10,rajajinagar,casual dining,south indian,600.0
swasthi spice restaurant,3.4,590,rajajinagar,casual dining,andhra,600.0
swadisht inn,3.5,15,rajajinagar,casual dining,andhra,700.0
ambika vegetarian hotel,3.7,31,rajajinagar,casual dining,north indian,500.0
altaj restaurant,3.4,7,rajajinagar,casual dining,north indian,700.0
ottetumba veg & non veg restaurant,3.3,5,rajajinagar,casual dining,north indian,550.0
sri durga grand,3.3,5,rajajinagar,quick bites,south indian,300.0
shradhi lunch home,3.2,4,rajajinagar,quick bites,mughlai,400.0
h3o,3.2,4,rajajinagar,casual dining,north indian,1000.0
westin - vyasa paradise,3.4,8,rajajinagar,casual dining,north indian,800.0
new sagar fast food,3.6,21,rajajinagar,quick bites,south indian,300.0
new prashantha naati corner,3.3,6,rajajinagar,quick bites,south indian,400.0
white smoke barbeque- fairfield by marriott,4.0,84,rajajinagar,casual dining,mediterranean,1200.0
a2b veg - adyar ananda bhavan,2.9,96,rajajinagar,casual dining,south indian,400.0
spices the food joint,3.1,9,rajajinagar,casual dining,north indian,550.0
beijing bites,3.7,75,rajajinagar,casual dining,chinese,850.0
hotel aditya,4.3,332,rajajinagar,quick bites,south indian,300.0
biryani day,3.8,216,rajajinagar,quick bites,biryani,400.0
gulbarga refreshment,3.2,10,rajajinagar,quick bites,south indian,300.0
new shetty lunch home,3.3,6,rajajinagar,quick bites,mangalorean,400.0
roast 'n' frost,3.7,18,rajajinagar,quick bites,fast food,200.0
petoo,3.9,32,rajajinagar,quick bites,north indian,800.0
new shanthi sagar,3.5,101,rajajinagar,quick bites,south indian,400.0
domino's pizza,3.9,392,rajajinagar,quick bites,pizza,400.0
hotel durga shree grand,3.6,6,rajajinagar,quick bites,south indian,200.0
kabab palace,3.8,74,rajajinagar,quick bites,north indian,350.0
sri maruthi miltry hotel,3.9,98,rajajinagar,quick bites,south indian,300.0
malgudi's donne biriyani,3.8,102,rajajinagar,quick bites,biryani,350.0
chikpet donne biriyani house,3.7,297,rajajinagar,quick bites,biryani,400.0
hotel prashanth,3.9,63,rajajinagar,quick bites,north indian,350.0
burger king,3.9,266,rajajinagar,food court,burger,600.0
masti masala,4.0,397,rajajinagar,quick bites,north indian,450.0
create cafe,3.4,11,rajajinagar,quick bites,italian,300.0
charlie fast food & restaurant,3.0,89,rajajinagar,quick bites,fast food,200.0
donne biryani house,3.5,46,rajajinagar,quick bites,biryani,300.0
gobi corner,3.6,21,rajajinagar,quick bites,chinese,200.0
aramane restaurant,3.0,75,rajajinagar,quick bites,south indian,300.0
shri family restaurant,3.4,9,rajajinagar,quick bites,south indian,400.0
biriyani adda,3.1,38,rajajinagar,quick bites,biryani,350.0
nandini swadista loka,3.3,4,rajajinagar,quick bites,north indian,300.0
indian's biriyani point,3.3,5,rajajinagar,quick bites,biryani,200.0
food & friends,3.0,89,rajajinagar,quick bites,fast food,200.0
chick inn,3.8,99,rajajinagar,quick bites,fast food,300.0
hatti kaapi,3.6,4,rajajinagar,quick bites,beverages,200.0
mr savji,3.4,9,rajajinagar,quick bites,south indian,350.0
sgs non veg - gundu pulav,3.5,162,rajajinagar,quick bites,biryani,400.0
hotel malgudi,3.6,10,rajajinagar,quick bites,south indian,400.0
new shanthi sagar,3.5,10,rajajinagar,quick bites,chinese,300.0
halli mane donne biriyani,4.1,89,rajajinagar,quick bites,biryani,400.0
udupi ruchi,3.9,43,rajajinagar,quick bites,south indian,300.0
green chilly,3.6,30,rajajinagar,quick bites,north indian,350.0
new udupi grand,3.3,8,rajajinagar,quick bites,south indian,250.0
bangarpet chats corner,3.3,7,rajajinagar,quick bites,street food,150.0
new sagar fast food,3.6,68,rajajinagar,quick bites,south indian,450.0
cold station,3.8,18,rajajinagar,quick bites,fast food,250.0
hotel savaji's,3.5,36,rajajinagar,quick bites,south indian,300.0
maddy's katti cafe,3.2,71,rajajinagar,quick bites,fast food,400.0
new bombay vada pav,3.4,61,rajajinagar,quick bites,fast food,150.0
savi sagar,3.2,27,rajajinagar,food court,south indian,450.0
new prashanth hotel,3.3,4,rajajinagar,quick bites,south indian,400.0
trofi n treats,2.8,9,vijay nagar,food court,rolls,250.0
ambika biryani corner,3.5,37,rajajinagar,quick bites,biryani,300.0
indira canteen,3.3,5,rajajinagar,quick bites,south indian,300.0
lassi & cream,3.2,4,rajajinagar,quick bites,fast food,200.0
race course restaurant,3.2,9,rajajinagar,quick bites,chinese,450.0
dhanya nati style restaurant,3.1,37,rajajinagar,quick bites,south indian,300.0
soundarya military hotel,3.8,27,rajajinagar,quick bites,south indian,200.0
ganga sagar,3.1,12,rajajinagar,quick bites,street food,150.0
gowdru mane bhaduta,3.2,4,rajajinagar,quick bites,north indian,400.0
udupa fast food,3.3,4,rajajinagar,quick bites,south indian,400.0
mallnad hotel,3.2,4,rajajinagar,quick bites,north indian,300.0
vishwa brahmin's cafe,3.7,35,rajajinagar,quick bites,south indian,100.0
1992 chats - space,3.7,33,rajajinagar,quick bites,street food,200.0
hot coffee,3.3,4,rajajinagar,quick bites,south indian,150.0
bhairava deluxe hindu military hotel,3.4,4,rajajinagar,quick bites,south indian,400.0
indian chicken biryani point,3.3,5,rajajinagar,quick bites,biryani,300.0
davanagere bene dosa hotel,3.3,4,rajajinagar,quick bites,south indian,100.0
sannidhi grand,3.2,4,rajajinagar,quick bites,south indian,150.0
star biryani & kebab centre,3.4,10,rajajinagar,quick bites,biryani,150.0
mahalakshmi refreshments,3.7,22,rajajinagar,quick bites,south indian,200.0
donne biriyani angadi mane,3.8,268,rajajinagar,quick bites,south indian,250.0
pizza hut,3.5,108,rajajinagar,quick bites,pizza,750.0
shree guru sagar fast food,3.6,28,rajajinagar,quick bites,north indian,300.0
kudla beach,3.5,141,rajajinagar,quick bites,north indian,400.0
kushi meals,2.8,5,rajajinagar,quick bites,fast food,200.0
savi sagar,4.1,344,rajajinagar,quick bites,north indian,350.0
chickz n cheez,3.4,22,rajajinagar,quick bites,north indian,300.0
prakriti delux,3.9,53,rajajinagar,quick bites,north indian,300.0
absolute chinese,3.8,209,rajajinagar,quick bites,chinese,450.0
hotel halli nenapu,3.2,69,rajajinagar,food court,south indian,500.0
le arabia,4.4,1026,basaveshwara nagar,casual dining,north indian,800.0
onesta,4.3,397,basaveshwara nagar,casual dining,pizza,600.0
chichaba's taj,4.1,245,basaveshwara nagar,casual dining,biryani,600.0
papanna's biriyani,3.9,175,basaveshwara nagar,quick bites,biryani,350.0
donne biriyani mane,3.8,180,basaveshwara nagar,quick bites,biryani,300.0
nisarga,3.6,110,basaveshwara nagar,casual dining,andhra,500.0
shanthi sagar,3.8,74,basaveshwara nagar,casual dining,south indian,400.0
south spicy bites,3.7,68,basaveshwara nagar,casual dining,north indian,500.0
sloshed,3.9,96,basaveshwara nagar,pub,arabian,1200.0
cave n dine,3.1,405,basaveshwara nagar,casual dining,north indian,800.0
namana restaurant,3.7,30,basaveshwara nagar,quick bites,north indian,300.0
chopstick world,4.0,178,basaveshwara nagar,casual dining,chinese,750.0
new prashanth hotel,3.2,123,basaveshwara nagar,casual dining,south indian,750.0
cafe mamma mia,3.7,239,basaveshwara nagar,casual dining,continental,600.0
slanz cafe,3.6,99,basaveshwara nagar,cafe,cafe,500.0
chowmein,3.8,285,basaveshwara nagar,casual dining,chinese,800.0
kanti sweets,3.7,18,basaveshwara nagar,sweet shop,mithai,400.0
cafe coffee day,2.9,37,basaveshwara nagar,cafe,cafe,900.0
planet i bar,3.6,23,basaveshwara nagar,casual dining,continental,1200.0
kadai,3.6,74,basaveshwara nagar,casual dining,north indian,450.0
thindi palace,3.1,61,basaveshwara nagar,casual dining,north indian,600.0
bansuri sweets,3.5,49,basaveshwara nagar,sweet shop,mithai,250.0
kfc,3.8,373,basaveshwara nagar,quick bites,burger,400.0
priyadarshini grand,4.0,407,basaveshwara nagar,quick bites,south indian,400.0
sri maruthi hotel,3.9,66,basaveshwara nagar,quick bites,south indian,300.0
basaveshwarnagar dosa corner,3.8,75,basaveshwara nagar,quick bites,south indian,200.0
mcdonald's,2.9,136,basaveshwara nagar,quick bites,burger,500.0
davanagere butter dosa hotel,3.7,43,basaveshwara nagar,quick bites,south indian,150.0
ayodhya sagara,3.8,65,basaveshwara nagar,quick bites,chinese,200.0
kentaky fast food,3.2,46,basaveshwara nagar,quick bites,north indian,350.0
shree guru sagar,3.5,40,basaveshwara nagar,quick bites,chinese,500.0
nammura upachara,3.6,42,basaveshwara nagar,quick bites,chinese,300.0
bangarpet chats,3.5,7,basaveshwara nagar,quick bites,street food,100.0
srinidhi donne biryani,3.2,11,basaveshwara nagar,quick bites,biryani,300.0
mouthfull of cake,3.9,57,basaveshwara nagar,quick bites,desserts,600.0
halli donne biryani nati style,3.4,77,basaveshwara nagar,quick bites,biryani,400.0
chikpet donne biriyani corner,3.2,7,basaveshwara nagar,quick bites,biryani,400.0
tango sandwich king,3.5,9,basaveshwara nagar,quick bites,fast food,200.0
tango,3.8,51,basaveshwara nagar,quick bites,fast food,200.0
chandus hotel,3.0,12,basaveshwara nagar,quick bites,south indian,200.0
karnataka biryani point,3.3,4,basaveshwara nagar,quick bites,biryani,200.0
a1 ambur dum biryani and parota centre,3.2,4,basaveshwara nagar,quick bites,biryani,300.0
hamsa sagar,3.2,4,basaveshwara nagar,quick bites,south indian,150.0
food zone,3.7,162,basaveshwara nagar,quick bites,north indian,400.0
high ultra lounge,4.1,4781,malleshwaram,lounge,japanese,2600.0
punjab grill,4.9,1985,malleshwaram,casual dining,north indian,2000.0
district 6 pub brewery & kitchen,4.3,2324,malleshwaram,microbrewery,german,1800.0
feast - sheraton grand bangalore hotel at brigade...,4.3,968,malleshwaram,fine dining,north indian,2000.0
"lush - renaissance hotel, bengaluru",4.5,420,race course road,casual dining,north indian,1200.0
barbecue by punjab grill,4.8,1367,malleshwaram,casual dining,bbq,1300.0
the persian terrace - sheraton grand bangalore hotel...,4.2,566,malleshwaram,fine dining,lebanese,2500.0
mainland china,4.5,1157,malleshwaram,casual dining,chinese,1700.0
chili's american grill & bar,4.8,6470,malleshwaram,casual dining,american,1400.0
rajdhani thali restaurant,4.0,610,malleshwaram,casual dining,north indian,1000.0
the asian curry house,4.5,789,malleshwaram,casual dining,vietnamese,1000.0
toscano,4.3,1103,malleshwaram,casual dining,italian,1500.0
1522 - the pub,4.2,1734,malleshwaram,pub,chinese,1400.0
hyderabad biryani house,4.1,218,malleshwaram,casual dining,biryani,800.0
ctr,4.8,4421,malleshwaram,quick bites,south indian,150.0
the studio bar,4.0,777,malleshwaram,lounge,italian,1400.0
"r bar - renaissance hotel, bengaluru",4.2,167,race course road,bar,continental,1400.0
hatch,4.2,471,malleshwaram,casual dining,north indian,1200.0
nando's,4.1,317,malleshwaram,casual dining,portuguese,1200.0
clean slate cafe,4.1,274,malleshwaram,cafe,cafe,600.0
stevie's,4.1,80,malleshwaram,cafe,cafe,500.0
indian kitchen,4.2,493,malleshwaram,casual dining,north indian,1500.0
the green path - forgotten food,4.3,1145,malleshwaram,casual dining,north indian,1100.0
the beer cafe,4.1,742,malleshwaram,pub,finger food,1500.0
bluo,4.1,405,malleshwaram,lounge,continental,1500.0
halli mane,4.0,1196,malleshwaram,quick bites,south indian,250.0
3g's - gulp & groove,4.1,664,malleshwaram,bar,finger food,1100.0
punjab mail,3.8,324,malleshwaram,casual dining,north indian,650.0
village - the soul of india,4.0,569,malleshwaram,casual dining,north indian,1000.0
smoor,4.2,290,malleshwaram,cafe,desserts,700.0
mumbai bistro,4.2,506,malleshwaram,cafe,cafe,500.0
holige mane,4.2,128,malleshwaram,quick bites,south indian,100.0
the world cafe,3.8,32,malleshwaram,cafe,cafe,600.0
hydrabad biryani house,3.6,10,malleshwaram,casual dining,biryani,400.0
hotel moonlight,3.9,117,malleshwaram,casual dining,chinese,500.0
chung's chinese corner,4.1,444,malleshwaram,casual dining,chinese,600.0
rs shiv sagar,4.2,613,malleshwaram,casual dining,chinese,500.0
mavalli tiffin room (mtr),4.3,356,malleshwaram,quick bites,south indian,300.0
white horse,3.7,96,malleshwaram,bar,finger food,1100.0
south ruchis,3.9,358,vijay nagar,casual dining,north indian,850.0
bene - sheraton grand bangalore hotel at brigade...,4.2,246,malleshwaram,fine dining,italian,2500.0
bhairaveshwara military hotel,4.2,144,malleshwaram,quick bites,south indian,250.0
park view restaurant,3.8,128,vijay nagar,casual dining,north indian,600.0
cafe noir,4.1,1189,malleshwaram,casual dining,european,1500.0
iyer mess,4.1,327,malleshwaram,mess,south indian,150.0
vayam veg fine dine,3.8,36,magadi road,casual dining,north indian,700.0
sanman,4.0,151,seshadripuram,casual dining,north indian,700.0
sindh kitchen,4.2,167,malleshwaram,casual dining,north indian,1100.0
temple meals,3.8,76,malleshwaram,quick bites,south indian,200.0
chandus delux,3.9,81,malleshwaram,casual dining,south indian,600.0
savi sagar,3.8,136,malleshwaram,casual dining,north indian,450.0
shuchi ruchi,4.0,344,malleshwaram,quick bites,chinese,350.0
new samrat restaurant,4.1,62,seshadripuram,casual dining,north indian,450.0
new krishna bhavan,4.2,600,malleshwaram,quick bites,south indian,200.0
hotel janatha,4.1,750,malleshwaram,quick bites,south indian,150.0
new fishland,3.9,40,malleshwaram,quick bites,seafood,400.0
bademiyan kebabs,3.8,86,malleshwaram,casual dining,kebab,600.0
sagar,4.0,152,seshadripuram,casual dining,north indian,600.0
