age,education,hours-per-week,native-country,salary
39, Bachelors,35, United-States, <=50K
29, Some-college,40, United-States, <=50K
23, HS-grad,16, United-States, <=50K
57, 10th,43, United-States, <=50K
38, HS-grad,42, United-States, <=50K
25, Bachelors,40, United-States, <=50K
39, Some-college,40, United-States, <=50K
24, Some-college,40, Jamaica, <=50K
56, Masters,44, United-States, >50K
39, 12th,40, United-States, <=50K
23, Assoc-voc,60, United-States, <=50K
17, 11th,20, United-States, <=50K
67, HS-grad,16, United-States, <=50K
41, Bachelors,50, United-States, <=50K
24, Bachelors,50, United-States, <=50K
51, Bachelors,40, United-States, >50K
30, HS-grad,60, United-States, <=50K
47, HS-grad,40, United-States, >50K
56, HS-grad,32, United-States, <=50K
51, HS-grad,38, United-States, <=50K
57, Some-college,55, United-States, <=50K
34, Some-college,40, United-States, <=50K
24, Bachelors,40, United-States, <=50K
57, HS-grad,40, United-States, <=50K
38, HS-grad,40, United-States, >50K
23, HS-grad,40, United-States, <=50K
35, 7th-8th,40, Mexico, <=50K
58, HS-grad,52, United-States, <=50K
19, HS-grad,12, United-States, <=50K
19, 7th-8th,40, Mexico, <=50K
68, Doctorate,60, United-States, >50K
43, Some-college,40, United-States, >50K
17, 11th,20, United-States, <=50K
53, Doctorate,50, United-States, >50K
37, Doctorate,99, United-States, >50K
21, Bachelors,25, ?, <=50K
63, HS-grad,40, United-States, >50K
31, Some-college,50, United-States, <=50K
29, HS-grad,40, United-States, <=50K
43, Some-college,40, United-States, >50K
27, Prof-school,65, United-States, >50K
25, HS-grad,32, United-States, <=50K
28, HS-grad,40, United-States, <=50K
54, HS-grad,35, United-States, <=50K
74, Some-college,12, United-States, <=50K
31, Some-college,32, United-States, <=50K
23, Some-college,48, United-States, <=50K
19, Bachelors,30, United-States, <=50K
39, Preschool,20, El-Salvador, <=50K
61, HS-grad,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
27, Assoc-voc,36, United-States, >50K
19, Some-college,20, United-States, <=50K
23, HS-grad,40, United-States, <=50K
25, HS-grad,35, United-States, <=50K
40, Some-college,48, United-States, >50K
53, 11th,37, United-States, <=50K
32, Bachelors,45, United-States, <=50K
72, Doctorate,25, United-States, >50K
61, 7th-8th,40, United-States, <=50K
42, HS-grad,40, United-States, <=50K
17, 10th,20, United-States, <=50K
73, HS-grad,16, Canada, <=50K
41, Some-college,40, United-States, <=50K
23, Some-college,20, Jamaica, <=50K
23, HS-grad,40, Canada, <=50K
65, Assoc-voc,15, United-States, <=50K
45, HS-grad,50, United-States, <=50K
52, Bachelors,40, United-States, >50K
24, Bachelors,27, United-States, <=50K
23, Assoc-voc,40, United-States, <=50K
30, Some-college,40, United-States, <=50K
26, Bachelors,40, United-States, <=50K
37, HS-grad,56, United-States, <=50K
17, HS-grad,40, United-States, <=50K
31, HS-grad,40, United-States, <=50K
52, HS-grad,40, United-States, <=50K
63, Bachelors,27, United-States, <=50K
27, HS-grad,60, United-States, <=50K
31, 9th,40, Mexico, <=50K
71, HS-grad,35, United-States, <=50K
35, Bachelors,60, United-States, <=50K
44, HS-grad,38, United-States, <=50K
36, Masters,40, China, <=50K
22, Bachelors,20, United-States, <=50K
32, HS-grad,48, United-States, <=50K
30, Bachelors,40, United-States, <=50K
60, HS-grad,40, United-States, <=50K
25, Some-college,40, United-States, <=50K
76, 7th-8th,12, United-States, <=50K
41, HS-grad,40, United-States, <=50K
26, 7th-8th,40, United-States, <=50K
45, 12th,40, ?, <=50K
32, Some-college,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
39, Bachelors,40, United-States, >50K
63, Bachelors,40, United-States, <=50K
23, Assoc-acdm,40, United-States, <=50K
61, 10th,40, United-States, <=50K
31, Assoc-voc,40, United-States, <=50K
25, 9th,45, United-States, <=50K
33, HS-grad,40, United-States, <=50K
39, HS-grad,36, United-States, <=50K
53, Bachelors,40, China, <=50K
26, Bachelors,40, United-States, <=50K
21, Some-college,32, United-States, <=50K
18, HS-grad,40, United-States, <=50K
34, Bachelors,60, United-States, >50K
44, Masters,40, United-States, >50K
31, HS-grad,50, United-States, <=50K
44, HS-grad,40, United-States, >50K
42, Prof-school,60, United-States, >50K
43, HS-grad,44, Mexico, <=50K
33, Bachelors,38, United-States, >50K
21, Some-college,30, United-States, <=50K
30, HS-grad,40, United-States, >50K
55, HS-grad,60, United-States, <=50K
57, Some-college,40, United-States, <=50K
37, HS-grad,50, United-States, <=50K
32, HS-grad,40, United-States, >50K
62, Bachelors,60, United-States, >50K
31, Bachelors,40, United-States, >50K
51, Bachelors,50, France, >50K
37, Masters,45, United-States, <=50K
45, 5th-6th,38, Mexico, <=50K
47, Some-college,40, United-States, <=50K
31, HS-grad,75, United-States, <=50K
75, 11th,30, United-States, <=50K
43, Masters,50, United-States, <=50K
39, Assoc-acdm,60, Germany, >50K
30, Bachelors,40, United-States, >50K
27, 5th-6th,40, Guatemala, <=50K
44, HS-grad,40, United-States, <=50K
53, Masters,35, United-States, >50K
40, Bachelors,40, United-States, <=50K
18, 11th,20, United-States, <=50K
33, Bachelors,40, England, <=50K
20, HS-grad,40, United-States, <=50K
38, Some-college,50, United-States, <=50K
48, HS-grad,35, United-States, <=50K
46, HS-grad,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
35, HS-grad,30, United-States, <=50K
24, 7th-8th,40, Mexico, <=50K
30, Some-college,50, United-States, <=50K
70, HS-grad,30, United-States, <=50K
26, HS-grad,44, United-States, <=50K
34, HS-grad,40, United-States, <=50K
46, HS-grad,40, United-States, >50K
70, HS-grad,5, United-States, <=50K
37, Some-college,40, United-States, <=50K
36, Some-college,35, United-States, <=50K
23, 9th,40, Mexico, <=50K
28, HS-grad,40, United-States, <=50K
44, Some-college,50, United-States, >50K
58, HS-grad,30, United-States, <=50K
53, Some-college,60, United-States, >50K
23, Some-college,40, United-States, <=50K
26, HS-grad,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
34, Masters,50, United-States, <=50K
43, 11th,40, United-States, <=50K
22, Some-college,20, United-States, <=50K
41, Some-college,50, United-States, >50K
36, HS-grad,40, Vietnam, <=50K
41, Bachelors,20, United-States, <=50K
27, HS-grad,40, United-States, <=50K
42, Some-college,60, United-States, <=50K
27, Assoc-voc,35, United-States, <=50K
41, HS-grad,40, United-States, <=50K
32, Bachelors,40, China, >50K
21, Some-college,20, United-States, <=50K
44, Bachelors,50, United-States, >50K
29, Bachelors,40, United-States, <=50K
19, Some-college,22, United-States, <=50K
21, Some-college,40, Guatemala, <=50K
46, HS-grad,40, United-States, <=50K
38, Bachelors,55, United-States, >50K
43, Some-college,48, United-States, >50K
54, HS-grad,50, United-States, >50K
38, Masters,60, United-States, >50K
18, Some-college,40, United-States, <=50K
50, HS-grad,40, United-States, >50K
30, Assoc-voc,36, United-States, >50K
30, 9th,40, United-States, <=50K
28, HS-grad,35, United-States, <=50K
26, Assoc-voc,45, United-States, <=50K
37, Some-college,43, United-States, <=50K
32, HS-grad,50, United-States, >50K
64, Masters,5, United-States, >50K
18, HS-grad,28, United-States, <=50K
30, Some-college,30, United-States, <=50K
36, Assoc-voc,8, United-States, <=50K
18, 11th,30, United-States, <=50K
27, HS-grad,40, United-States, <=50K
49, 9th,40, United-States, <=50K
46, HS-grad,43, United-States, >50K
37, HS-grad,40, United-States, <=50K
30, Some-college,40, United-States, <=50K
29, HS-grad,30, Germany, <=50K
22, HS-grad,40, Mexico, <=50K
25, HS-grad,30, United-States, <=50K
38, HS-grad,30, United-States, <=50K
32, Bachelors,40, United-States, <=50K
35, Some-college,50, United-States, <=50K
56, Masters,80, United-States, >50K
29, Some-college,40, United-States, <=50K
41, HS-grad,40, United-States, <=50K
47, HS-grad,40, United-States, <=50K
23, Bachelors,40, United-States, <=50K
46, Bachelors,45, United-States, >50K
28, HS-grad,40, United-States, <=50K
39, Bachelors,20, United-States, <=50K
42, Some-college,50, United-States, <=50K
39, HS-grad,48, United-States, >50K
68, 7th-8th,30, United-States, <=50K
37, Bachelors,55, United-States, >50K
57, Prof-school,40, United-States, <=50K
22, Some-college,30, United-States, <=50K
24, Assoc-voc,30, United-States, >50K
19, Some-college,50, United-States, <=50K
55, Assoc-acdm,30, United-States, <=50K
37, HS-grad,40, United-States, <=50K
37, Some-college,40, United-States, <=50K
28, Bachelors,50, United-States, <=50K
27, HS-grad,40, United-States, <=50K
40, Bachelors,20, United-States, <=50K
51, HS-grad,40, United-States, <=50K
52, Assoc-voc,56, United-States, <=50K
74, Some-college,3, United-States, <=50K
49, Some-college,50, United-States, >50K
20, Some-college,40, United-States, <=50K
40, Some-college,50, United-States, <=50K
80, Some-college,60, United-States, <=50K
63, Some-college,40, United-States, <=50K
63, HS-grad,45, United-States, >50K
51, Some-college,40, United-States, <=50K
23, HS-grad,40, United-States, <=50K
66, HS-grad,20, United-States, <=50K
33, HS-grad,66, United-States, <=50K
49, HS-grad,43, United-States, <=50K
20, Some-college,32, United-States, <=50K
33, Assoc-acdm,60, United-States, >50K
26, Some-college,40, United-States, <=50K
52, HS-grad,50, United-States, >50K
33, Bachelors,50, United-States, >50K
47, Bachelors,45, United-States, <=50K
23, HS-grad,75, United-States, <=50K
53, Assoc-acdm,40, United-States, <=50K
19, Some-college,20, United-States, <=50K
26, Some-college,40, United-States, <=50K
53, 7th-8th,60, United-States, >50K
65, HS-grad,10, United-States, <=50K
68, Bachelors,30, United-States, <=50K
30, 10th,18, Guatemala, <=50K
28, 11th,45, United-States, <=50K
54, 10th,45, United-States, <=50K
30, HS-grad,10, United-States, <=50K
22, Some-college,50, United-States, <=50K
25, HS-grad,30, United-States, <=50K
19, 11th,20, United-States, <=50K
19, Some-college,35, United-States, <=50K
32, Prof-school,40, United-States, >50K
23, Bachelors,40, United-States, <=50K
51, Bachelors,45, United-States, <=50K
25, Some-college,44, United-States, >50K
46, Bachelors,40, United-States, <=50K
38, Some-college,50, United-States, <=50K
26, HS-grad,40, United-States, >50K
46, HS-grad,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
20, Some-college,16, United-States, <=50K
29, Masters,35, United-States, <=50K
51, Masters,50, United-States, >50K
40, Some-college,52, United-States, <=50K
24, Some-college,40, United-States, <=50K
24, Bachelors,50, United-States, <=50K
31, Assoc-voc,24, Mexico, <=50K
54, HS-grad,30, United-States, <=50K
34, Assoc-acdm,60, United-States, <=50K
19, Some-college,66, United-States, <=50K
21, HS-grad,40, United-States, <=50K
21, 10th,70, United-States, <=50K
23, Some-college,24, United-States, <=50K
37, Some-college,40, United-States, <=50K
40, Masters,46, United-States, >50K
57, HS-grad,30, United-States, <=50K
48, Bachelors,40, United-States, >50K
24, 11th,40, Vietnam, <=50K
43, Some-college,40, United-States, <=50K
32, Bachelors,20, ?, <=50K
40, HS-grad,40, United-States, <=50K
52, Prof-school,35, United-States, >50K
49, HS-grad,40, United-States, <=50K
45, Some-college,40, United-States, <=50K
62, HS-grad,40, United-States, <=50K
29, Assoc-voc,40, United-States, <=50K
49, HS-grad,40, United-States, <=50K
55, Some-college,40, United-States, <=50K
20, Some-college,72, United-States, <=50K
37, Bachelors,40, United-States, <=50K
43, Bachelors,40, United-States, >50K
29, Some-college,40, United-States, <=50K
44, HS-grad,40, United-States, >50K
28, Some-college,40, United-States, >50K
38, Some-college,45, United-States, <=50K
45, Assoc-voc,50, United-States, >50K
22, Some-college,40, United-States, <=50K
19, Some-college,20, United-States, <=50K
20, 12th,40, United-States, <=50K
60, HS-grad,40, United-States, <=50K
30, HS-grad,40, United-States, <=50K
22, Some-college,40, ?, <=50K
51, Some-college,60, United-States, <=50K
31, Bachelors,40, ?, <=50K
48, HS-grad,40, United-States, <=50K
43, Bachelors,40, United-States, >50K
51, HS-grad,40, United-States, <=50K
41, Assoc-voc,48, United-States, >50K
62, Assoc-voc,40, United-States, <=50K
50, HS-grad,40, United-States, >50K
46, HS-grad,40, United-States, >50K
54, Some-college,60, United-States, >50K
68, HS-grad,45, United-States, >50K
23, Assoc-acdm,30, United-States, <=50K
49, Masters,35, United-States, <=50K
24, 10th,40, United-States, <=50K
30, HS-grad,40, United-States, <=50K
38, HS-grad,45, United-States, <=50K
34, HS-grad,35, United-States, <=50K
22, Some-college,40, United-States, <=50K
30, 7th-8th,40, United-States, <=50K
61, 7th-8th,31, United-States, <=50K
36, HS-grad,40, United-States, <=50K
51, Assoc-voc,40, United-States, <=50K
43, 5th-6th,40, Vietnam, >50K
54, Some-college,48, United-States, >50K
63, HS-grad,25, United-States, <=50K
51, Some-college,40, United-States, >50K
63, 10th,40, United-States, <=50K
51, Masters,60, United-States, >50K
27, HS-grad,35, United-States, <=50K
35, Assoc-acdm,40, United-States, >50K
31, Bachelors,25, United-States, >50K
46, HS-grad,40, United-States, <=50K
53, Assoc-voc,40, United-States, >50K
26, Some-college,24, United-States, <=50K
43, HS-grad,40, United-States, <=50K
39, HS-grad,50, United-States, >50K
50, HS-grad,40, United-States, <=50K
54, HS-grad,40, United-States, >50K
62, Some-college,45, United-States, >50K
57, Some-college,40, United-States, <=50K
19, Some-college,24, United-States, <=50K
29, HS-grad,20, United-States, <=50K
20, HS-grad,40, United-States, <=50K
53, Bachelors,55, United-States, >50K
18, Some-college,40, United-States, <=50K
22, Some-college,40, United-States, <=50K
23, HS-grad,40, El-Salvador, <=50K
69, 11th,20, United-States, <=50K
56, 7th-8th,40, United-States, <=50K
53, Bachelors,35, United-States, <=50K
28, HS-grad,40, United-States, <=50K
28, Bachelors,40, United-States, <=50K
33, HS-grad,84, Taiwan, >50K
48, HS-grad,30, United-States, <=50K
61, HS-grad,40, United-States, >50K
49, Bachelors,45, United-States, <=50K
48, Some-college,40, United-States, <=50K
32, 7th-8th,40, United-States, <=50K
51, HS-grad,40, United-States, >50K
27, Bachelors,40, United-States, <=50K
19, Some-college,14, United-States, <=50K
47, HS-grad,50, United-States, <=50K
25, Bachelors,60, United-States, <=50K
72, Some-college,40, United-States, <=50K
29, 11th,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
57, HS-grad,48, England, <=50K
50, Assoc-acdm,60, Columbia, <=50K
45, Some-college,30, United-States, <=50K
52, Some-college,40, United-States, >50K
53, Masters,48, United-States, >50K
36, HS-grad,48, United-States, <=50K
46, HS-grad,40, United-States, >50K
20, HS-grad,20, United-States, <=50K
75, 5th-6th,10, United-States, <=50K
32, HS-grad,40, United-States, >50K
28, HS-grad,40, United-States, <=50K
53, Masters,40, United-States, <=50K
17, 11th,35, United-States, <=50K
46, Assoc-voc,38, United-States, <=50K
39, Assoc-acdm,30, United-States, <=50K
38, Some-college,40, United-States, <=50K
36, HS-grad,60, United-States, <=50K
63, Bachelors,21, United-States, <=50K
28, 1st-4th,43, Mexico, <=50K
28, Bachelors,45, United-States, <=50K
49, HS-grad,35, United-States, <=50K
43, Some-college,40, Mexico, <=50K
38, Bachelors,45, United-States, >50K
39, HS-grad,62, England, <=50K
42, HS-grad,40, United-States, <=50K
40, HS-grad,40, United-States, <=50K
45, HS-grad,10, United-States, <=50K
29, HS-grad,40, United-States, <=50K
24, Bachelors,45, United-States, <=50K
30, Some-college,50, United-States, >50K
44, Some-college,40, United-States, <=50K
40, HS-grad,24, United-States, <=50K
30, HS-grad,35, Puerto-Rico, <=50K
42, Masters,40, United-States, <=50K
52, Assoc-voc,35, United-States, <=50K
42, Some-college,40, United-States, >50K
39, Some-college,52, United-States, >50K
43, Some-college,45, United-States, <=50K
62, HS-grad,40, United-States, <=50K
30, Assoc-voc,40, England, <=50K
83, HS-grad,20, United-States, <=50K
39, Bachelors,55, United-States, >50K
41, HS-grad,20, United-States, <=50K
49, Masters,40, United-States, >50K
25, 11th,40, United-States, <=50K
48, 11th,40, United-States, <=50K
59, Assoc-acdm,8, United-States, <=50K
44, Bachelors,40, United-States, <=50K
36, 9th,56, United-States, <=50K
40, HS-grad,40, Ireland, <=50K
21, HS-grad,35, Jamaica, <=50K
41, Some-college,38, United-States, <=50K
24, Bachelors,50, United-States, <=50K
67, HS-grad,60, United-States, <=50K
24, Bachelors,38, United-States, <=50K
50, Bachelors,60, United-States, <=50K
48, Masters,35, United-States, <=50K
55, Assoc-acdm,20, United-States, >50K
29, HS-grad,40, Ecuador, <=50K
50, Bachelors,36, Ireland, <=50K
64, 10th,40, United-States, >50K
49, 9th,37, United-States, <=50K
20, HS-grad,52, United-States, <=50K
30, HS-grad,40, United-States, <=50K
37, Bachelors,30, China, <=50K
52, HS-grad,40, United-States, >50K
22, Some-college,25, United-States, <=50K
77, HS-grad,14, United-States, <=50K
19, Some-college,15, United-States, <=50K
52, HS-grad,55, United-States, >50K
42, Bachelors,40, United-States, <=50K
35, HS-grad,36, United-States, <=50K
27, Some-college,50, United-States, <=50K
54, HS-grad,38, United-States, <=50K
37, HS-grad,40, United-States, <=50K
37, 10th,35, United-States, <=50K
28, 7th-8th,30, United-States, <=50K
63, Bachelors,40, United-States, <=50K
19, HS-grad,42, United-States, <=50K
28, Bachelors,40, United-States, <=50K
23, Some-college,40, United-States, <=50K
44, Prof-school,40, United-States, >50K
31, Some-college,40, United-States, >50K
35, Bachelors,50, ?, >50K
64, HS-grad,50, United-States, <=50K
40, HS-grad,40, United-States, >50K
59, Assoc-acdm,50, United-States, <=50K
22, Some-college,40, United-States, <=50K
40, Some-college,44, United-States, <=50K
35, 7th-8th,40, Mexico, <=50K
20, Some-college,15, United-States, <=50K
35, HS-grad,40, United-States, <=50K
28, Some-college,48, United-States, <=50K
28, HS-grad,40, United-States, <=50K
37, Some-college,20, United-States, <=50K
72, Doctorate,6, United-States, >50K
25, Assoc-acdm,60, United-States, <=50K
37, HS-grad,40, United-States, <=50K
19, Some-college,45, United-States, <=50K
31, Assoc-voc,38, United-States, <=50K
41, HS-grad,40, United-States, <=50K
31, 10th,40, United-States, >50K
44, HS-grad,40, United-States, <=50K
20, Some-college,47, United-States, <=50K
57, Some-college,50, United-States, <=50K
26, HS-grad,12, United-States, <=50K
44, HS-grad,60, Greece, <=50K
29, HS-grad,40, United-States, <=50K
36, HS-grad,40, United-States, >50K
40, Assoc-voc,40, United-States, >50K
21, Assoc-acdm,35, Jamaica, <=50K
21, Some-college,70, United-States, <=50K
34, Prof-school,48, United-States, >50K
24, Bachelors,15, United-States, <=50K
28, 10th,40, United-States, <=50K
35, HS-grad,50, United-States, <=50K
35, HS-grad,40, United-States, <=50K
38, Bachelors,40, United-States, <=50K
44, HS-grad,40, United-States, <=50K
39, Bachelors,40, Poland, >50K
57, HS-grad,40, United-States, <=50K
19, Some-college,40, United-States, <=50K
29, Assoc-voc,48, United-States, <=50K
23, HS-grad,40, United-States, <=50K
50, HS-grad,40, United-States, <=50K
51, Some-college,20, United-States, <=50K
28, Assoc-voc,40, United-States, <=50K
44, Bachelors,60, United-States, <=50K
29, Bachelors,40, United-States, <=50K
31, HS-grad,45, United-States, <=50K
27, Bachelors,45, United-States, >50K
34, Bachelors,45, United-States, <=50K
50, Prof-school,50, Philippines, >50K
27, Some-college,40, United-States, >50K
31, Assoc-voc,40, United-States, <=50K
46, Assoc-acdm,40, United-States, >50K
39, Some-college,40, United-States, <=50K
40, Bachelors,55, United-States, >50K
28, 11th,40, United-States, <=50K
18, HS-grad,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
58, HS-grad,50, United-States, <=50K
66, HS-grad,40, United-States, <=50K
36, HS-grad,20, South, <=50K
38, 11th,60, United-States, <=50K
25, Assoc-acdm,40, United-States, <=50K
25, HS-grad,22, United-States, <=50K
90, 11th,40, United-States, <=50K
41, Some-college,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
33, Bachelors,40, Germany, <=50K
33, HS-grad,40, United-States, <=50K
35, Bachelors,45, United-States, >50K
39, HS-grad,20, United-States, <=50K
59, HS-grad,60, United-States, <=50K
19, Some-college,16, United-States, <=50K
39, HS-grad,38, United-States, <=50K
19, Some-college,40, United-States, <=50K
27, HS-grad,40, United-States, <=50K
52, 7th-8th,40, United-States, <=50K
59, HS-grad,24, United-States, <=50K
28, Some-college,40, United-States, <=50K
37, HS-grad,50, Peru, <=50K
50, 10th,99, United-States, <=50K
36, Bachelors,50, United-States, >50K
34, Bachelors,60, United-States, >50K
23, Some-college,40, United-States, <=50K
19, 11th,30, United-States, <=50K
33, HS-grad,84, United-States, <=50K
27, Masters,52, United-States, <=50K
31, Masters,40, United-States, <=50K
21, 10th,36, United-States, <=50K
31, HS-grad,54, United-States, <=50K
59, HS-grad,40, United-States, >50K
40, Masters,48, United-States, >50K
19, 11th,40, United-States, <=50K
47, HS-grad,50, United-States, <=50K
34, Bachelors,40, United-States, <=50K
57, HS-grad,78, United-States, <=50K
51, 9th,40, United-States, <=50K
21, Some-college,20, United-States, <=50K
30, Some-college,50, United-States, <=50K
46, Some-college,45, United-States, <=50K
40, Bachelors,45, United-States, <=50K
52, Preschool,40, El-Salvador, <=50K
23, Bachelors,50, Taiwan, <=50K
90, Bachelors,10, United-States, <=50K
25, HS-grad,50, United-States, <=50K
43, Some-college,45, United-States, <=50K
38, Some-college,40, United-States, >50K
22, Assoc-voc,30, United-States, <=50K
33, Bachelors,40, United-States, <=50K
34, Some-college,40, United-States, >50K
65, Assoc-voc,20, United-States, <=50K
50, HS-grad,15, United-States, <=50K
29, Bachelors,48, United-States, <=50K
25, HS-grad,40, United-States, <=50K
54, Some-college,40, United-States, <=50K
49, HS-grad,40, United-States, >50K
44, Some-college,40, United-States, <=50K
24, 9th,40, United-States, <=50K
25, Bachelors,38, United-States, <=50K
65, HS-grad,20, United-States, <=50K
56, HS-grad,45, United-States, <=50K
39, Prof-school,60, United-States, >50K
23, Bachelors,40, United-States, <=50K
20, Some-college,20, United-States, <=50K
24, 5th-6th,40, El-Salvador, <=50K
41, Some-college,50, United-States, >50K
40, Some-college,50, United-States, <=50K
55, HS-grad,50, United-States, >50K
38, HS-grad,48, United-States, <=50K
23, HS-grad,40, United-States, <=50K
44, Bachelors,50, United-States, <=50K
45, Some-college,40, United-States, >50K
20, Some-college,12, Germany, <=50K
29, HS-grad,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
30, 12th,40, United-States, <=50K
28, Some-college,38, United-States, <=50K
31, HS-grad,40, United-States, >50K
52, HS-grad,40, United-States, <=50K
36, Bachelors,50, Iran, >50K
38, HS-grad,45, United-States, <=50K
66, Some-college,40, United-States, <=50K
63, Assoc-voc,40, United-States, <=50K
21, Some-college,35, United-States, <=50K
33, HS-grad,40, United-States, <=50K
46, Some-college,50, United-States, <=50K
20, Some-college,20, United-States, <=50K
47, Bachelors,60, United-States, <=50K
33, Doctorate,55, United-States, >50K
66, 7th-8th,30, United-States, <=50K
20, Some-college,30, ?, <=50K
28, HS-grad,40, United-States, <=50K
46, HS-grad,28, Ecuador, <=50K
25, Some-college,45, United-States, <=50K
37, HS-grad,40, United-States, <=50K
31, 9th,60, United-States, <=50K
49, HS-grad,40, United-States, <=50K
22, Some-college,20, United-States, <=50K
52, Assoc-voc,20, United-States, >50K
29, Assoc-acdm,50, United-States, <=50K
18, 11th,20, United-States, <=50K
31, Some-college,35, United-States, <=50K
23, Some-college,35, Vietnam, <=50K
27, Assoc-voc,40, United-States, >50K
54, 10th,65, United-States, <=50K
50, HS-grad,49, Dominican-Republic, <=50K
46, Masters,40, ?, >50K
24, Bachelors,40, United-States, <=50K
17, 11th,18, United-States, <=50K
49, HS-grad,45, United-States, <=50K
54, HS-grad,40, United-States, >50K
41, Bachelors,60, United-States, >50K
49, HS-grad,40, United-States, <=50K
36, Bachelors,35, United-States, <=50K
23, HS-grad,40, Haiti, <=50K
63, Some-college,40, United-States, <=50K
67, HS-grad,40, Canada, >50K
23, HS-grad,40, United-States, <=50K
22, Bachelors,40, United-States, <=50K
66, Assoc-voc,30, United-States, <=50K
25, 11th,50, United-States, <=50K
30, Some-college,20, United-States, <=50K
35, HS-grad,40, United-States, <=50K
67, 7th-8th,40, United-States, <=50K
30, 12th,40, United-States, <=50K
26, Some-college,38, United-States, <=50K
34, HS-grad,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
18, 12th,10, United-States, <=50K
21, HS-grad,40, United-States, <=50K
76, 9th,40, United-States, <=50K
51, Some-college,70, ?, <=50K
26, HS-grad,56, United-States, <=50K
18, 12th,25, United-States, <=50K
18, 11th,40, United-States, <=50K
34, Assoc-voc,50, United-States, <=50K
59, HS-grad,40, United-States, <=50K
55, Bachelors,45, United-States, >50K
33, Some-college,72, United-States, <=50K
25, HS-grad,10, United-States, <=50K
48, HS-grad,10, United-States, <=50K
64, Bachelors,5, United-States, <=50K
47, Masters,45, United-States, >50K
26, Some-college,40, United-States, <=50K
36, Assoc-acdm,48, United-States, >50K
21, HS-grad,40, United-States, <=50K
54, 7th-8th,25, United-States, <=50K
30, HS-grad,44, United-States, <=50K
41, HS-grad,40, United-States, <=50K
53, Masters,35, United-States, >50K
34, Some-college,30, United-States, <=50K
20, Some-college,35, United-States, <=50K
24, 10th,49, El-Salvador, <=50K
26, Bachelors,20, United-States, <=50K
25, HS-grad,48, United-States, <=50K
35, Some-college,36, United-States, <=50K
41, Some-college,40, United-States, >50K
33, 11th,40, United-States, <=50K
18, Some-college,25, United-States, <=50K
27, HS-grad,38, United-States, <=50K
32, HS-grad,35, United-States, <=50K
51, HS-grad,40, United-States, <=50K
38, Assoc-voc,40, United-States, <=50K
41, Some-college,25, United-States, <=50K
26, Some-college,40, United-States, <=50K
38, Assoc-voc,35, United-States, <=50K
54, 9th,45, United-States, >50K
30, Bachelors,60, Outlying-US(Guam-USVI-etc), <=50K
31, Some-college,30, United-States, <=50K
26, Bachelors,40, United-States, <=50K
75, Doctorate,3, United-States, <=50K
29, Masters,40, United-States, <=50K
61, HS-grad,50, United-States, >50K
24, Some-college,45, United-States, <=50K
22, 12th,30, United-States, <=50K
34, Assoc-acdm,40, United-States, <=50K
42, Some-college,40, United-States, <=50K
24, 11th,40, United-States, <=50K
42, Assoc-acdm,40, ?, <=50K
27, HS-grad,40, United-States, <=50K
39, Bachelors,50, United-States, >50K
20, HS-grad,40, United-States, <=50K
51, 11th,40, United-States, <=50K
68, Bachelors,30, United-States, <=50K
28, HS-grad,48, United-States, <=50K
43, HS-grad,40, United-States, <=50K
35, Some-college,40, United-States, <=50K
44, HS-grad,40, United-States, <=50K
41, Bachelors,40, United-States, <=50K
44, HS-grad,45, United-States, >50K
20, HS-grad,40, United-States, <=50K
46, HS-grad,75, United-States, >50K
27, Assoc-acdm,70, United-States, >50K
32, Some-college,50, United-States, <=50K
46, Some-college,50, United-States, <=50K
26, HS-grad,24, United-States, <=50K
20, Some-college,40, Vietnam, <=50K
36, HS-grad,40, United-States, <=50K
49, Bachelors,40, United-States, >50K
32, HS-grad,55, United-States, >50K
32, Bachelors,50, United-States, >50K
49, Bachelors,40, United-States, >50K
36, HS-grad,45, United-States, <=50K
22, Some-college,25, United-States, <=50K
52, HS-grad,40, United-States, <=50K
42, HS-grad,50, United-States, >50K
22, Some-college,40, United-States, <=50K
72, HS-grad,16, United-States, <=50K
30, Bachelors,40, United-States, <=50K
44, Some-college,40, United-States, <=50K
23, Bachelors,45, United-States, <=50K
22, Some-college,20, United-States, <=50K
59, Bachelors,60, United-States, <=50K
46, HS-grad,40, United-States, <=50K
30, Assoc-voc,40, Mexico, <=50K
64, 7th-8th,30, Puerto-Rico, <=50K
31, Some-college,40, United-States, <=50K
64, HS-grad,20, United-States, <=50K
45, HS-grad,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
32, HS-grad,40, Jamaica, <=50K
43, Bachelors,40, United-States, <=50K
66, 10th,20, United-States, <=50K
23, Some-college,45, United-States, <=50K
49, HS-grad,40, United-States, <=50K
32, 12th,40, Mexico, <=50K
49, Assoc-voc,40, United-States, <=50K
33, Some-college,40, United-States, <=50K
