LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,SellingDate,BuildingDate,RemodAddDate
92.0,12003,8,5,84.0,774,774,774,1194,0,1968,0,0,2,1,4,1,8,1,3,680,0,75,0,0,0,0,0,269500,2010-01-05,2009-01-11,2010-01-04
100.0,12552,7,5,0.0,769,991,991,956,0,1947,0,0,2,1,3,1,8,1,2,678,0,136,0,0,0,0,0,254900,2010-01-05,2004-01-08,2005-01-01
0.0,11120,6,6,0.0,572,1232,1232,0,0,1232,0,0,2,0,3,1,6,0,2,516,0,0,0,0,0,0,0,162500,2008-01-06,1984-01-01,1984-01-01
110.0,13688,9,5,664.0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,3,726,400,0,0,0,0,0,0,412500,2008-01-03,2003-01-09,2004-01-02
95.0,12182,7,5,226.0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,2,532,0,70,0,0,0,0,0,220000,2010-01-05,2005-01-07,2005-01-07
55.0,5500,4,6,0.0,882,882,882,0,0,882,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,103200,2007-01-04,1956-01-04,1956-01-04
40.0,5400,6,7,0.0,779,1149,1149,467,0,1616,0,0,2,0,3,1,5,0,1,216,0,0,183,0,0,0,0,152000,2007-01-10,1926-01-06,2004-01-04
62.0,10106,5,7,0.0,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,0,0,140,0,0,0,0,0,0,127500,2008-01-09,1940-01-01,1999-01-09
0.0,10708,5,5,0.0,470,1617,1867,0,0,1867,1,0,1,0,2,1,7,3,1,303,476,0,0,0,142,0,0,190000,2009-01-11,1955-01-09,1993-01-10
86.0,10562,8,5,300.0,294,1582,1610,551,0,2161,1,0,1,1,3,1,8,1,3,789,178,120,0,0,0,0,0,325624,2007-01-11,2007-01-09,2007-01-09
62.0,8244,7,5,0.0,840,840,840,880,0,1720,0,0,2,1,3,1,7,1,2,440,100,48,0,0,0,0,0,183500,2007-01-05,2004-01-04,2004-01-04
0.0,16669,8,6,653.0,1686,1686,1707,0,0,1707,0,0,2,1,2,1,6,1,2,511,574,64,0,0,0,0,0,228000,2006-01-01,1981-01-04,1981-01-04
0.0,12358,5,6,0.0,360,720,854,0,528,1382,0,0,1,1,2,1,7,0,2,660,237,0,0,0,0,0,0,128500,2007-01-05,1941-01-11,1950-01-08
141.0,31770,6,5,112.0,441,1080,1656,0,0,1656,1,0,1,0,3,1,7,2,2,528,210,62,0,0,0,0,0,215000,2010-01-05,1960-01-08,1960-01-08
44.0,5306,7,7,0.0,354,1064,1064,703,0,1767,1,0,2,0,2,1,5,1,2,504,441,35,0,0,0,0,0,239000,2006-01-06,1987-01-10,1987-01-10
80.0,10197,6,5,491.0,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,2,504,0,20,0,0,0,0,0,163000,2008-01-06,1961-01-09,1961-01-09
47.0,12416,6,5,132.0,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,2,616,192,0,0,0,0,0,0,184000,2008-01-11,1986-01-06,1986-01-06
84.0,12615,6,7,0.0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,2,576,0,29,39,0,0,0,0,243000,2007-01-06,1950-01-07,2001-01-04
97.0,10029,6,5,268.0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,2,521,0,228,0,0,192,0,0,211000,2007-01-09,1988-01-10,1989-01-09
0.0,13650,5,5,0.0,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,2,451,0,0,0,0,0,0,0,172500,2006-01-07,1958-01-03,1958-01-03
63.0,17423,9,5,748.0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,3,1166,0,60,0,0,0,0,0,501837,2009-01-07,2008-01-11,2009-01-01
60.0,8520,5,6,0.0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,2,480,0,0,184,0,0,0,0,100000,2007-01-07,1923-01-03,2006-01-04
0.0,2117,6,5,456.0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,177000,2007-01-06,2000-01-06,2000-01-06
54.0,7588,7,6,0.0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,200100,2006-01-07,1920-01-05,1950-01-04
60.0,9060,5,6,98.0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1,252,116,0,0,180,0,0,0,120000,2007-01-06,1957-01-04,2006-01-02
63.0,11426,7,5,0.0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2,484,280,238,0,0,0,0,0,200000,2008-01-06,2003-01-03,2003-01-03
92.0,7438,5,8,0.0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,2,576,104,0,0,0,0,0,0,127000,2006-01-06,1908-01-10,1991-01-06
90.0,22950,10,9,0.0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,3,840,0,260,0,0,410,0,0,475000,2006-01-06,1892-10-01,1993-01-05
0.0,9947,7,5,0.0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,173000,2009-01-06,1990-01-03,1991-01-08
60.0,10410,5,7,0.0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1,180,0,0,0,140,0,0,0,135000,2009-01-08,1916-01-10,1987-01-07
64.0,7018,5,5,275.0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,153337,2009-01-06,1979-01-06,1979-01-06
41.0,4923,8,5,0.0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,286000,2008-01-08,2001-01-05,2002-01-12
70.0,10570,8,8,0.0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,2,440,0,74,0,0,0,0,0,315000,2007-01-12,1932-01-10,1994-01-05
0.0,7472,7,9,138.0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,184000,2007-01-06,1972-01-12,2004-01-03
68.0,9017,7,5,0.0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,192000,2009-01-09,1999-01-09,1999-01-09
24.0,2522,7,5,50.0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,130000,2006-01-05,2004-01-12,2004-01-12
60.0,7180,5,7,0.0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,127000,2008-01-05,1972-01-10,1972-01-10
24.0,2280,6,6,0.0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,2,440,87,0,0,0,0,0,0,148500,2009-01-07,1976-01-10,1976-01-10
174.0,25419,8,4,0.0,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,2,795,0,16,552,0,0,512,0,235000,2006-01-03,1918-01-11,1990-01-03
92.0,5520,6,6,0.0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,198,30,0,0,0,0,104000,2009-01-07,1912-01-03,1950-01-08
76.0,9591,8,5,262.0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,3,856,0,26,0,0,170,0,0,274900,2009-01-01,2004-01-03,2005-01-10
80.0,8546,4,5,0.0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2,440,132,64,0,0,0,0,0,140000,2010-01-03,2003-01-11,2004-01-10
75.0,10125,6,6,0.0,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2,473,238,83,0,0,0,0,0,171500,2008-01-02,1977-01-08,1977-01-08
50.0,7000,6,6,0.0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,112000,2006-01-05,1924-01-12,1950-01-07
0.0,4438,6,5,205.0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,149000,2008-01-01,2004-01-03,2004-01-03
50.0,3500,5,7,0.0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,110000,2009-01-04,1947-01-03,1950-01-12
99.0,11851,7,5,0.0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,180500,2009-01-05,1990-01-02,1990-01-02
40.0,13673,5,5,0.0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1,349,0,30,0,0,0,0,0,143900,2007-01-03,1962-01-09,1962-01-09
0.0,12493,4,5,0.0,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1,312,355,0,0,0,0,0,0,141000,2008-01-04,1960-01-08,1960-01-08
0.0,14364,7,5,128.0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,2,454,60,55,0,0,154,0,0,277000,2007-01-04,1988-01-02,1989-01-07
75.0,8250,6,7,260.0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,0,0,145000,2008-01-07,1964-01-02,1964-01-02
67.0,5604,5,6,0.0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,96,0,0,0,0,98000,2008-01-04,1925-01-10,1950-01-07
83.0,10420,6,5,0.0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,460,100,22,0,0,0,0,0,186000,2010-01-03,2009-01-12,2009-01-12
43.0,13568,5,5,0.0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,2,576,224,0,0,0,0,0,0,156000,2006-01-07,1995-01-02,1995-01-02
0.0,10900,6,7,153.0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1,299,0,36,0,0,0,0,450,161750,2010-01-03,1977-01-07,1977-01-07
72.0,10011,5,6,64.0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,134450,2006-01-05,1957-01-06,1996-01-09
65.0,8450,7,5,266.0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,210000,2008-01-04,2004-01-12,2004-01-12
57.0,9906,4,4,0.0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,107000,2006-01-09,1925-01-03,1950-01-01
0.0,15660,7,9,312.0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,311500,2008-01-05,1939-01-09,2006-01-05
43.0,3010,7,5,16.0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,167240,2006-01-03,2005-01-12,2006-01-02
0.0,8068,6,5,0.0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,200000,2009-01-12,2002-01-12,2002-01-12
85.0,11475,6,6,0.0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,179900,2006-01-02,1975-01-10,1975-01-10
70.0,10500,4,6,0.0,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,97000,2009-01-03,1971-01-11,1971-01-11
103.0,13472,10,5,922.0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,386250,2009-01-06,2003-01-07,2003-01-07
21.0,1680,5,5,142.0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,112000,2009-01-05,1971-01-03,1971-01-03
82.0,9950,7,5,290.0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,290000,2007-01-06,1995-01-10,1995-01-10
21.0,1869,6,6,127.0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,106000,2008-01-09,1970-01-04,1970-01-04
70.0,8521,5,5,0.0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,125000,2010-01-05,1967-01-04,1967-01-04
43.0,3182,7,5,16.0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,192500,2009-01-05,2005-01-06,2006-01-04
73.0,8760,6,6,220.0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,148000,2010-01-04,1959-01-03,1959-01-03
174.0,15138,8,5,506.0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,3,810,0,146,202,0,0,0,0,403000,2009-01-07,1995-01-04,1996-01-01
21.0,1680,6,5,297.0,483,483,483,504,0,987,0,0,1,1,2,1,5,1,1,288,0,0,0,0,0,0,0,94500,2006-01-06,1972-01-07,1972-01-07
75.0,10650,5,6,0.0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1,308,365,0,0,0,0,0,0,128200,2010-01-02,1976-01-02,1976-01-02
21.0,1680,6,3,604.0,125,483,483,504,0,987,0,0,1,1,2,1,5,0,1,264,0,0,0,0,0,0,0,89500,2008-01-08,1971-01-02,1971-01-02
65.0,8773,7,5,98.0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2,494,132,105,0,0,0,0,0,185500,2010-01-05,2004-01-04,2004-01-04
0.0,9453,7,7,0.0,594,996,1014,730,0,1744,0,0,2,1,3,1,7,0,2,457,370,70,0,238,0,0,0,194500,2010-01-02,1993-01-11,2003-01-04
93.0,12030,8,5,254.0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,3,818,168,228,0,0,0,0,0,318000,2007-01-12,2007-01-11,2007-01-11
52.0,8741,6,4,0.0,641,735,798,689,0,1487,0,0,1,1,3,1,7,1,1,220,0,140,0,0,0,0,0,113000,2010-01-04,1945-01-04,1950-01-01
75.0,9000,8,5,36.0,488,1566,1566,0,0,1566,1,0,2,0,3,1,7,0,2,750,144,168,0,0,0,0,0,262500,2010-01-04,2008-01-05,2008-01-05
40.0,3880,5,9,0.0,357,686,866,0,0,866,0,0,1,0,2,1,4,0,0,0,58,42,0,0,0,0,0,110500,2007-01-08,1945-01-06,1997-01-04
63.0,5000,5,4,0.0,540,540,889,551,0,1440,0,0,1,0,3,1,6,0,1,352,0,0,77,0,0,0,0,79000,2006-01-04,1900-01-12,1950-01-11
75.0,10762,6,6,0.0,626,626,626,591,0,1217,0,0,1,1,3,1,6,1,1,288,0,28,0,0,0,0,0,120000,2009-01-04,1980-01-06,1980-01-06
0.0,8880,7,5,0.0,253,948,1222,888,0,2110,1,0,2,1,3,1,8,2,2,463,0,130,0,0,0,0,0,205000,2010-01-05,1994-01-03,2002-01-12
80.0,10400,7,5,102.0,916,1845,1872,0,0,1872,0,1,2,0,3,1,6,1,2,604,197,39,0,0,0,0,0,241500,2006-01-06,1988-01-01,1988-01-01
69.0,9142,6,8,0.0,1020,1020,908,1020,0,1928,0,0,2,0,4,2,9,0,1,440,0,60,112,0,0,0,0,137000,2006-01-04,1910-01-12,1950-01-09
75.0,11310,6,5,0.0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,2,451,0,30,0,0,0,0,0,140000,2006-01-06,1954-01-08,1954-01-08
72.0,11317,7,5,101.0,840,840,840,828,0,1668,0,0,2,1,3,1,8,0,2,500,144,68,0,0,0,0,0,180000,2007-01-09,2003-01-12,2003-01-12
0.0,159000,6,7,472.0,747,1444,1444,700,0,2144,0,1,2,0,4,1,7,2,2,389,0,98,0,0,0,0,500,277000,2007-01-06,1958-01-02,2006-01-12
55.0,5350,3,2,0.0,728,728,1306,0,0,1306,0,0,1,0,3,1,6,0,0,0,263,0,0,0,0,0,450,76500,2010-01-05,1940-01-09,1966-01-03
44.0,4750,8,5,481.0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2,538,123,0,0,0,153,0,0,235000,2007-01-12,2006-01-02,2007-01-12
65.0,8366,6,5,0.0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2,520,138,45,0,0,0,0,0,173000,2008-01-12,2004-01-11,2004-01-11
85.0,9350,6,7,108.0,452,1302,1302,0,0,1302,0,1,2,0,3,1,7,0,1,309,333,0,0,0,0,0,0,158000,2007-01-10,1964-01-11,1991-01-12
70.0,8400,5,6,0.0,392,1314,1314,0,0,1314,1,0,1,0,3,1,5,0,1,294,250,0,0,0,0,0,0,145000,2010-01-06,1957-01-03,1957-01-03
66.0,8738,7,5,302.0,975,975,1005,1286,0,2291,0,0,2,1,4,1,8,1,2,429,192,0,0,0,0,0,0,230000,2006-01-02,1999-01-04,1999-01-04
64.0,8791,6,5,0.0,361,864,864,864,0,1728,0,0,2,1,3,1,7,0,2,673,216,56,0,0,0,0,0,207500,2008-01-05,2003-01-07,2003-01-07
68.0,8814,7,5,180.0,270,1604,1604,0,0,1604,1,0,2,1,3,1,8,1,2,660,123,110,0,0,0,0,0,220000,2009-01-03,2006-01-04,2006-01-04
80.0,12435,7,5,172.0,602,963,963,829,0,1792,0,0,2,1,3,1,7,1,2,564,0,96,0,245,0,0,0,231500,2008-01-05,2001-01-08,2001-01-08
70.0,12702,5,5,0.0,0,0,882,0,0,882,0,0,1,0,2,1,4,0,1,308,0,45,0,0,0,0,0,97000,2008-01-12,1956-01-08,1956-01-08
120.0,19296,6,5,399.0,0,1362,1382,0,0,1382,1,0,1,0,3,1,6,1,2,884,0,0,252,0,0,0,0,176000,2009-01-05,1962-01-12,1962-01-12
88.0,8471,6,7,46.0,0,506,1212,0,0,1212,1,0,1,0,3,1,6,1,2,492,292,12,0,0,0,0,0,151000,2006-01-07,1977-01-07,1995-01-12
50.0,5500,5,7,0.0,0,926,926,0,390,1316,1,0,1,0,3,1,6,0,2,484,0,0,0,0,0,0,0,130000,2010-01-04,1929-01-02,2001-01-02
30.0,5232,5,5,0.0,680,680,764,0,0,764,0,0,1,0,2,1,4,0,2,504,0,0,0,0,0,0,0,73000,2008-01-06,1925-01-09,2004-01-07
78.0,12090,6,6,210.0,606,1422,1422,0,0,1422,0,0,2,0,3,1,7,1,2,576,276,0,0,0,0,0,0,175500,2008-01-06,1981-01-12,1981-01-12
70.0,11207,6,5,0.0,88,802,802,709,0,1511,1,0,2,1,3,1,8,1,2,413,95,75,0,0,0,0,0,185000,2006-01-06,1997-01-01,1997-01-01
60.0,8400,5,8,0.0,342,720,1052,720,420,2192,0,0,2,1,4,1,8,1,1,240,262,24,0,0,0,0,0,179500,2008-01-07,1939-01-08,1997-01-09
71.0,6900,5,6,0.0,212,740,778,0,0,778,0,0,1,0,2,1,4,1,1,924,0,25,0,0,0,0,0,120500,2008-01-02,1940-01-03,1955-01-12
0.0,7917,6,7,174.0,392,1143,1113,0,0,1113,1,0,1,1,3,1,6,1,1,504,370,30,0,0,0,0,0,148000,2007-01-05,1976-01-10,1976-01-10
73.0,39104,7,7,0.0,96,1385,1363,0,0,1363,1,0,1,0,2,1,5,2,2,439,81,0,0,0,0,0,0,241500,2008-01-04,1954-01-11,2005-01-12
92.0,11764,8,7,348.0,628,1152,1164,1106,0,2270,0,0,2,1,4,1,9,1,3,671,132,57,0,0,0,0,0,290000,2010-01-04,1999-01-03,2007-01-07
80.0,9600,6,6,183.0,0,1240,1632,0,0,1632,1,0,2,0,3,1,6,1,1,338,289,0,0,0,0,0,0,139000,2009-01-04,1958-01-12,1988-01-11
76.0,8314,5,7,0.0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1,264,168,0,0,0,0,0,0,124500,2007-01-06,1982-01-09,1982-01-09
55.0,7264,7,7,0.0,952,952,952,596,0,1548,0,0,2,1,3,1,5,0,2,672,74,0,0,0,144,0,0,205000,2009-01-10,1925-01-07,2007-01-07
129.0,9196,7,5,0.0,1560,1560,1560,0,0,1560,0,0,2,0,3,1,7,0,2,573,100,150,0,0,0,0,0,201000,2010-01-04,2003-01-03,2003-01-03
140.0,19138,4,5,0.0,744,864,864,0,0,864,0,0,1,0,2,1,4,0,2,400,0,0,0,0,0,0,0,141000,2010-01-06,1951-01-07,1951-01-07
107.0,14450,9,5,315.0,2121,2121,2121,0,0,2121,0,0,2,1,3,1,8,1,3,732,124,98,0,0,142,0,0,415298,2007-01-05,2006-01-09,2007-01-02
83.0,10005,7,5,299.0,768,1160,1156,866,0,2022,0,0,2,1,4,1,8,1,2,505,288,117,0,0,0,0,0,192000,2008-01-03,1977-01-01,1977-01-01
82.0,11287,7,6,340.0,386,807,1175,807,0,1982,0,0,2,1,3,1,7,1,2,575,0,84,0,196,0,0,0,228500,2007-01-01,1989-01-08,1989-01-08
34.0,5063,7,5,166.0,410,1314,1314,0,0,1314,1,0,2,0,2,1,6,1,2,626,172,62,0,0,0,0,0,207500,2009-01-04,2007-01-04,2008-01-06
74.0,9612,8,5,72.0,1468,1468,1468,0,0,1468,0,0,2,0,3,1,6,1,3,898,210,150,0,0,0,0,0,244600,2009-01-12,2008-01-01,2009-01-08
50.0,8012,6,5,0.0,1145,1575,1575,0,0,1575,1,0,2,0,2,1,5,0,2,529,0,0,52,0,0,0,0,179200,2007-01-07,1992-01-02,1992-01-02
77.0,9786,6,7,0.0,312,912,1085,649,0,1734,0,0,1,1,3,1,7,1,2,440,0,0,0,0,128,0,0,159000,2006-01-06,1962-01-11,1981-01-03
0.0,8125,4,4,0.0,244,858,858,0,0,858,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,88000,2006-01-06,1971-01-06,1971-01-06
0.0,9819,5,5,31.0,432,882,900,0,0,900,0,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,122000,2010-01-02,1967-01-05,1967-01-05
60.0,8730,6,7,0.0,698,698,698,698,0,1396,0,0,1,0,3,1,7,0,1,384,0,0,0,0,259,0,0,153575,2007-01-07,1915-01-12,2003-01-05
55.0,5687,5,6,0.0,570,780,936,780,0,1716,1,0,2,0,6,1,9,0,0,0,0,184,0,0,0,0,0,135900,2008-01-03,1912-01-12,2000-01-06
60.0,11409,5,4,0.0,476,768,1148,568,0,1716,0,0,1,1,3,1,8,1,1,281,0,0,0,0,160,0,0,131000,2009-01-01,1949-01-11,2008-01-11
0.0,16659,7,7,34.0,0,795,1468,795,0,2263,1,0,2,1,3,1,9,1,2,539,0,250,0,0,0,0,0,235000,2006-01-03,1977-01-10,1994-01-10
80.0,9600,6,5,238.0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2,418,110,0,0,0,0,0,0,167000,2009-01-10,1953-01-06,1953-01-06
37.0,7937,6,6,0.0,184,1003,1003,0,0,1003,1,0,1,0,3,1,6,0,2,588,120,0,0,0,0,0,0,142500,2006-01-03,1984-01-05,1984-01-05
75.0,13710,5,5,0.0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1,282,289,0,0,0,0,0,0,152000,2007-01-06,1950-01-02,1950-01-02
66.0,7399,7,5,1600.0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,2,576,0,10,0,0,198,0,0,239000,2007-01-06,1997-01-06,1998-01-07
90.0,11700,6,6,365.0,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,2,539,224,0,0,0,0,0,0,175000,2007-01-06,1968-01-03,1968-01-03
80.0,14000,6,8,0.0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1,300,0,36,0,0,0,0,0,158500,2009-01-08,1950-01-11,2004-01-05
90.0,15750,5,5,56.0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1,375,0,0,0,0,0,0,0,157000,2006-01-06,1953-01-01,1953-01-01
66.0,16226,8,5,0.0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,2,683,208,50,0,0,0,0,0,267000,2007-01-05,1998-01-04,1999-01-10
118.0,13704,7,5,150.0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,3,843,468,81,0,0,0,0,0,205000,2006-01-01,2001-01-06,2002-01-03
70.0,9800,5,7,0.0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,2,552,256,0,0,0,0,0,0,149900,2006-01-07,1972-01-04,1972-01-04
87.0,18386,7,9,0.0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,3,870,302,0,0,0,0,0,0,295000,2008-01-05,1880-04-01,2002-01-02
80.0,10386,8,5,246.0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,3,888,168,0,0,0,0,0,0,305900,2007-01-07,2004-01-09,2005-01-08
116.0,13474,7,5,246.0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,3,746,127,44,224,0,0,0,0,225000,2007-01-06,1990-01-03,1991-01-12
0.0,7920,6,7,0.0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,0,0,0,144,0,0,0,0,0,89500,2008-01-03,1920-01-06,1950-01-06
0.0,12342,4,5,0.0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,2,539,158,0,0,0,0,0,0,82500,2009-01-03,1940-01-12,1950-01-07
90.0,12378,9,5,0.0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,3,708,208,175,0,0,0,0,0,360000,2006-01-11,2003-01-12,2004-01-01
0.0,7685,6,5,112.0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,2,420,190,63,0,0,0,0,0,165600,2006-01-05,1993-01-04,1994-01-10
50.0,8000,6,6,0.0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1,240,0,0,0,0,0,0,0,132000,2009-01-05,1948-01-12,2002-01-12
65.0,7800,5,7,0.0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,2,410,0,0,0,0,271,0,0,119900,2006-01-05,1939-01-06,1950-01-09
150.0,215245,7,5,0.0,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,2,513,0,0,0,0,0,0,0,375000,2009-01-06,1965-01-11,1965-01-11
60.0,9600,7,7,0.0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,2,546,0,0,234,0,0,0,0,178000,2006-01-08,1925-01-01,1990-01-11
71.0,7795,7,5,0.0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2,432,100,51,0,0,0,0,0,188500,2009-01-07,2004-01-09,2005-01-02
94.0,13005,7,7,278.0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,2,484,288,195,0,0,0,0,0,260000,2009-01-08,1980-01-10,1980-01-10
75.0,9000,8,5,0.0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,3,1025,208,46,0,0,0,0,0,270000,2007-01-12,2006-01-11,2006-01-11
90.0,9900,7,5,256.0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,3,656,340,60,144,0,0,0,0,260000,2009-01-04,1993-01-07,1993-01-07
0.0,14115,7,5,225.0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,2,588,233,48,0,0,0,0,0,187500,2009-01-06,1980-01-04,1980-01-04
111.0,16259,9,5,370.0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,3,840,240,154,0,0,0,0,0,342643,2006-01-09,2006-01-05,2006-01-05
99.0,12099,8,5,388.0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,3,872,184,154,0,0,0,0,0,354000,2007-01-06,2004-01-01,2004-01-01
86.0,10380,7,5,172.0,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,2,576,201,96,0,0,0,0,0,301000,2007-01-08,1986-01-01,1987-01-01
49.0,5820,3,8,0.0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1,220,142,98,0,0,0,0,0,126175,2006-01-07,1955-01-07,2005-01-06
