observation_id,Type,Date,Part of a policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,station,Search Outcome
5cee69de-5113-4e1a-a284-62fe202abaa9,Person and Vehicle search,2018-11-26T05:00:00+00:00,False,51.439057,-0.053382,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
d122b0e2-6c11-4644-a836-c6f3825f0675,Person and Vehicle search,2019-09-28T11:44:00+00:00,False,51.562702,-0.109785,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,metropolitan,False
aeef4671-80e5-4e00-aa4b-52a8db3bab7e,Person and Vehicle search,2018-07-27T19:45:00+00:00,False,51.500563,-0.211254,Male,25-34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
d0dbad86-7f41-434a-946e-32f0666e2a87,Person search,2019-03-12T23:01:00+00:00,False,51.786764,1.150947,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,essex,False
5b0e9f13-43f3-4f56-b837-701bfc84cdf3,Person search,2019-06-06T00:47:00+00:00,False,51.35334,-0.195035,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,,metropolitan,False
60a8e48b-ff1a-42e2-961e-675f0e699111,Person search,2018-09-01T10:35:00+00:00,False,51.50455,-0.087769,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,metropolitan,False
b284c79e-0b61-4944-b39f-118159c11bff,Person search,2019-08-25T03:25:18+00:00,,53.403914,-2.9814990000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,merseyside,False
4a711c3d-2ad7-401d-89f3-badbb4c41b44,Person search,2019-04-01T19:45:00+00:00,False,51.188064,-2.187637,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,wiltshire,True
c8e91849-e87f-464f-974f-705ecf9c344b,Person search,2019-10-21T16:10:00+00:00,False,51.49021,0.069856,Male,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
755cc792-0de1-43d7-b27d-a8cb7dd9f486,Person search,2018-04-12T10:35:00+00:00,False,51.3849,-0.126002,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,,metropolitan,False
21ae7357-2f1c-4a6e-a0d7-6e63aba5505d,Person search,2018-07-21T11:20:00+00:00,False,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,devon-and-cornwall,False
dd22cbda-5983-4a01-a3e6-fbd66ee01114,Person and Vehicle search,2018-10-05T23:01:00+00:00,False,51.459458000000005,-0.113104,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
78f51992-fc5d-4d0e-81ad-ca3d82a7f850,Person search,2017-12-18T16:37:00+00:00,False,51.399954,0.016969,Female,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,,metropolitan,False
119ca119-f8f4-4b50-ad14-a4c8450b312f,Person and Vehicle search,2018-01-13T14:01:00+00:00,,53.683854,-1.076126,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,,north-yorkshire,False
0a18f6cb-fc6a-4e9a-9b2f-1e1edeae2673,Person search,2018-04-14T01:44:20+00:00,,53.444554,-2.975826,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,merseyside,False
4997fe49-3665-4b45-884d-e041f1c974aa,Person search,2019-11-01T23:28:33+00:00,,53.314222,-2.969383,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,merseyside,False
b411bbe8-d738-43fa-822e-a0fc219ca6bd,Person search,2019-02-17T22:10:00+00:00,False,51.235523,-0.3260949999999999,Male,18-24,White - Any other White background,White,,Stolen goods,A no further action disposal,False,,surrey,False
97e98087-2c25-4dfd-a40e-d0ffadce6edb,Person search,2019-01-25T15:05:00+00:00,False,,,Male,25-34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
86678c0f-71ea-4bfc-9962-662095c157f9,Person search,2019-10-05T19:11:00+00:00,False,51.523571,-0.279545,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
f7248373-d206-4a60-bba5-205bcafe0c8b,Person and Vehicle search,2019-04-29T18:55:00+00:00,False,,,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
b403e23c-eefb-402b-b963-322d814e6780,Person search,2019-06-26T16:29:00+00:00,,53.66306,-2.741573,Male,10-17,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Articles for use in criminal damage,A no further action disposal,,,lancashire,False
176c66ca-8c3d-42e5-9ee5-2b548f7c54d3,Person search,2019-11-17T13:35:00+00:00,False,51.442281,0.17065,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,metropolitan,False
908a7f3a-ba54-4f48-b1d0-9305dde76738,Person search,2018-11-05T15:00:00+00:00,,54.974393000000006,-1.614223,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True,northumbria,True
07e29158-693b-4d89-84b5-941d4d5622e8,Person search,2019-06-17T21:05:00+00:00,,53.301086,-4.617778,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,north-wales,False
ca975c38-8704-430c-8b9d-d174d61f14d8,Person search,2019-06-21T20:25:00+00:00,False,53.76045500000001,-1.567561,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,west-yorkshire,False
9244cf94-52d2-4b87-ab75-47e7486e988a,Person search,2019-07-12T22:46:29+00:00,,53.403824,-2.980369,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,merseyside,False
1176d4dc-5911-4fd3-8766-1bbc6750de16,Person search,2019-07-11T16:26:49+00:00,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,merseyside,True
45893cd6-762f-4109-a486-3d7a3e2c7c4d,Person and Vehicle search,2019-09-03T13:14:00+00:00,False,,,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,nottinghamshire,False
3bcfc2c1-055c-4e10-8ff6-d6f4fca36002,Person search,2018-11-10T02:15:00+00:00,,51.257345,-1.118393,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,,hampshire,True
9531e395-fb90-494c-a3ed-1eb6f33b9992,Person search,2019-09-23T12:15:00+00:00,False,51.370979,-0.101945,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
7c2f27eb-414f-41e7-acdf-b0d94a333e63,Person search,2019-11-06T22:40:00+00:00,False,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,west-yorkshire,False
d34d2916-4c8f-411e-9d73-053943545deb,Person search,2019-08-12T23:40:00+00:00,False,51.496139,-0.164692,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Summons / charged by post,,,metropolitan,False
047f6d16-536f-4aa0-a614-0112ac4b1154,Person search,2019-03-21T00:38:00+00:00,False,51.538079,-0.106927,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,metropolitan,False
23900e4b-8f06-4d62-af2f-66f9334e240a,Person search,2019-03-08T00:53:00+00:00,,51.270248,-1.063918,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,False,hampshire,False
a5ad98db-2b4d-451f-8827-d1e2ee8bd5ab,Person search,2018-02-28T23:00:00+00:00,False,51.309158,-0.05458,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Khat or Cannabis warning,True,,surrey,True
3045b9b8-3406-4165-bc07-22612e0f3b67,Person search,2018-06-09T19:00:00+00:00,False,51.605637,-0.0052369999999999,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,metropolitan,False
160ae724-4207-45ff-a0d0-1bcce6043417,Person and Vehicle search,2018-07-30T03:00:00+00:00,False,51.471137,-0.130937,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
b6e7ac50-5f9f-4a38-842e-7e602faed328,Person and Vehicle search,2019-02-15T13:50:00+00:00,False,51.529511,-0.0273519999999999,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
c010455a-8f27-42b7-ae4a-39147ddabd94,Person search,2019-06-25T19:20:00+00:00,,51.01811,-3.090557,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,avon-and-somerset,False
ebb86908-0aea-4991-8180-0d1a0b1c4993,Person search,2019-08-08T00:40:00+00:00,False,51.541133,-0.1922289999999999,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
4506a15d-f34c-4e1f-9bf1-58ed95bb7da0,Person search,2019-08-31T20:21:00+00:00,False,53.117547,-1.263378,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,nottinghamshire,False
9abf5064-9f87-410e-addd-bd0ffa2d4e57,Person search,2019-04-03T16:20:00+00:00,False,51.538377,0.07791,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
6c5979fd-16af-4b8d-82f2-2026c81bb5ff,Person search,2019-09-18T19:30:00+00:00,False,51.302018,-0.727377,Male,10-17,Asian/Asian British - Any other Asian background,Asian,,Controlled drugs,A no further action disposal,False,,surrey,False
f0653016-860c-4ac1-a840-4db61ad73368,Person search,2019-11-02T21:30:00+00:00,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,,False,humberside,False
362c4216-0789-4a00-bb58-02913d5a8c4f,Person search,2019-10-31T17:56:00+00:00,False,,,Male,over 34,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,,south-yorkshire,False
15eb38cf-1a8f-4480-8324-e29ecc745d9d,Person search,2018-11-15T01:39:00+00:00,,50.796396,-1.076876,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,,hampshire,False
2c27dd0c-23ed-49c6-be75-80ac4942a7c5,Person search,2018-06-20T11:20:00+00:00,,50.63743,-1.179334,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,hampshire,False
d34d0289-bcd8-4fc8-acfe-97aab2623c01,Person and Vehicle search,2019-12-19T17:37:00+00:00,False,51.482402,-0.1055609999999999,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
745e9c56-728d-482a-a0fb-8a26006bcd69,Person and Vehicle search,2019-01-18T00:30:00+00:00,,51.241348,0.5570109999999999,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,False,,kent,False
7b7d7a39-c4b9-472b-a54b-f38b4f361980,Person search,2019-07-11T23:41:00+00:00,False,51.522552000000005,-0.032208,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
c6f9ba0f-ca3b-43d0-83c2-6422890c0e7d,Person and Vehicle search,2018-08-06T16:25:40+00:00,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False,merseyside,True
7342bdd3-6e0d-4971-bb61-5fd62059f411,Person search,2018-05-12T19:55:49+00:00,False,52.070191,1.115214,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,False,suffolk,False
e6a82f61-cbb3-4ed9-94b9-86919102b329,Person and Vehicle search,2019-11-25T01:16:00+00:00,False,,,Female,25-34,,White,,Stolen goods,A no further action disposal,,,thames-valley,False
6baf9e84-ec1e-4a2d-91b1-f7fc628471fc,Person search,2019-08-08T00:00:00+00:00,,53.236088,-2.630761,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,cheshire,False
6b32dedd-8fc7-43c7-a74c-82999ea624ac,Person and Vehicle search,2019-11-28T12:45:40+00:00,,51.517032,-0.089451,Male,over 34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,city-of-london,True
53bbde53-0901-4df0-8e73-f18a5c5a91a8,Person search,2019-04-13T00:45:00+00:00,False,51.513992,-0.131821,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
aef9b1d7-0233-4637-b09a-ae7c8016ffb8,Person and Vehicle search,2019-04-01T09:30:00+00:00,False,51.497244,0.130556,Male,over 34,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,metropolitan,False
1f285666-fa45-4c19-a730-c1c194303a72,Person and Vehicle search,2017-12-11T01:20:00+00:00,False,51.584115,-0.073431,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,,metropolitan,False
a567abca-4294-46f6-924a-0eb6e1f8af68,Person search,2018-09-13T23:00:00+00:00,,,,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,,False,dyfed-powys,False
9685fa2d-c0dc-4cbe-9302-e46ab35147a9,Person search,2018-02-08T17:01:00+00:00,False,51.749083,0.496866,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,False,False,essex,False
773f4d2f-f72f-481e-b18b-e580d0f45621,Person search,2018-01-16T19:50:00+00:00,False,51.47926,-0.105849,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
4569c23e-6b6c-40bd-bffd-491d0200f555,Person search,2018-08-07T03:10:00+00:00,False,51.577095,-0.075806,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,metropolitan,False
e3b5a1d3-3155-4461-b626-237cc60c7e65,Person search,2019-01-23T09:25:00+00:00,True,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,,south-yorkshire,False
70670f1c-36e7-477e-bc0b-9068eaceecef,Person and Vehicle search,2019-11-13T14:00:00+00:00,False,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,,,thames-valley,False
d0579420-4915-4b6e-b3fa-1b3944ae1aef,Person and Vehicle search,2019-01-20T00:50:00+00:00,False,51.554181,-0.007316,Male,25-34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,metropolitan,False
13ed57d8-5cd2-4617-94cc-069421434882,Person and Vehicle search,2019-07-30T14:25:00+00:00,False,51.552805,0.053194,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
52f21945-bc31-492a-84e6-51b3d120eef8,Person search,2019-11-13T21:01:00+00:00,False,51.757347,0.132577,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,False,essex,False
9d6d9961-c057-4e7b-93a4-0bef1243b61d,Person search,2019-03-22T21:45:00+00:00,,53.046403000000005,-2.194767,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,staffordshire,False
6a68a7f6-2570-4954-87f8-e4d5bfbf6c27,Person search,2019-04-14T00:00:00+00:00,,51.016981,-1.314134,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,hampshire,True
3ef17942-572c-4452-a417-a78675a538bd,Person search,2019-09-28T11:45:00+00:00,False,,,Male,over 34,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,,,metropolitan,False
1fdc5174-6c8e-4783-8f5e-6a6ba94721de,Vehicle search,2018-11-21T22:50:00+00:00,False,51.51666,0.016053,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
e3df35ce-3ce3-4d00-b9cd-d5bf61a16764,Person search,2019-09-04T15:50:00+00:00,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Psychoactive Substances Act 2016 (s36(2)),Controlled drugs,Community resolution,True,False,avon-and-somerset,True
3bcc04b9-3989-44b9-bad4-e63e63dd87bb,Person search,2018-07-20T10:01:00+00:00,False,51.760846,0.534253,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,False,essex,False
4cb3698b-1c72-456f-bd79-c671e9de5111,Person search,2019-01-03T13:11:00+00:00,,50.940356,-2.631306,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,True,avon-and-somerset,False
c3825347-ae23-4d8e-ba52-4225f3b2a44c,Person search,2018-07-08T21:10:00+00:00,False,53.65184,-1.808351,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,True,False,west-yorkshire,False
c8c5c28a-6071-4bf4-8cce-b2c987063133,Person search,2019-06-07T18:05:00+00:00,False,51.597223,0.060698,Male,10-17,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
d37b8125-a33b-4b7a-aa3f-be124c9d9c15,Person search,2019-01-08T13:13:00+00:00,True,52.956072,-1.148988,Female,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,nottinghamshire,True
145a9559-56ac-479f-9485-fbfcac26dee4,Person search,2018-10-17T19:35:00+00:00,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,bedfordshire,False
281de4eb-0160-4223-a9cc-0481fd22bdd6,Person search,2019-02-02T15:39:00+00:00,False,53.052293000000006,-0.857859,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,nottinghamshire,False
ebdf1de8-91c1-4483-b262-df57e0440bb1,Person search,2018-08-20T20:53:00+00:00,,52.999594,-0.0462389999999999,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,lincolnshire,False
67137a1c-67d6-4e00-898d-0c0d1e938e54,Person search,2018-06-29T03:00:00+00:00,False,51.537664,0.035468,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
ae376ccc-97c8-4bdb-92d1-1a1e7a010b58,Person search,2018-11-15T15:30:00+00:00,False,51.487356,-0.08058,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,metropolitan,False
4da63e65-4fce-44a9-bbb4-07f81cea6888,Person search,2019-12-07T20:01:00+00:00,False,51.848246,1.261822,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,essex,False
c3086a98-7862-4a87-bb67-f888059f07a8,Person search,2019-12-23T17:15:00+00:00,False,51.409906,-0.303486,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,,metropolitan,False
f8612dcb-08ef-48da-b1ac-572ccc1172de,Person search,2018-01-28T02:46:00+00:00,,53.228843000000005,-1.290351,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,True,False,derbyshire,True
bf5e3d7b-428b-4461-a42f-06dbdc0ff6aa,Person search,2018-07-30T13:30:00+00:00,False,51.494323,0.065086,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,metropolitan,False
7a03807c-b864-47e2-b1a6-a4b990c018d1,Person and Vehicle search,2018-02-12T22:13:00+00:00,False,53.651163,-1.67071,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False,west-yorkshire,True
4180315f-a0a4-4fcd-aee1-ab8aa80f8a4d,Person search,2018-10-30T14:15:00+00:00,False,,,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,hertfordshire,False
f3de599e-1f76-4a45-8a65-8beccab16f66,Person search,2018-11-08T18:53:00+00:00,False,51.455196,-0.113107,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,metropolitan,False
090ce8f8-d731-4b94-b4a1-72e2aead4707,Person and Vehicle search,2018-08-19T21:55:00+00:00,,52.909278,-1.464351,Male,25-34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,derbyshire,False
b46f6522-92c3-4b61-89f0-66e59ff1c367,Person search,2018-03-13T01:49:48+00:00,,53.675502,-2.9476560000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,merseyside,False
3f1caf92-0e25-4d0a-a040-2c06476332dd,Person search,2019-07-20T15:08:05+00:00,False,51.656831,-0.393457,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False,hertfordshire,False
c8811f5f-e111-4009-995e-d6045aa08d5f,Person and Vehicle search,2018-07-26T23:00:00+00:00,True,52.959297,-1.151158,Male,over 34,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Offensive weapons,A no further action disposal,,False,nottinghamshire,False
cd4d4628-4311-497a-b381-f48537cbe692,Person search,2019-10-05T22:05:00+00:00,False,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
5fa0314d-2814-4988-be51-cf5d3d58310c,Person search,2018-08-06T00:30:00+00:00,,51.498384,-2.610552,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,avon-and-somerset,False
8e3d9259-49a3-4470-8aea-d0a758c4681d,Person search,2019-10-19T02:43:07+00:00,,54.70432099999999,-1.699083,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,False,durham,False
991ee124-737a-457b-a22c-e76e4ce3dbd9,Person and Vehicle search,2019-05-27T13:57:00+00:00,False,51.450486,-0.421118,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,metropolitan,False
7e24c295-210b-4c8f-b779-338f0b430dfb,Person and Vehicle search,2019-11-20T12:12:00+00:00,True,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,nottinghamshire,False
db62180c-dbbc-4f13-81b6-558507d433f5,Person search,2019-07-14T18:25:00+00:00,False,51.424826,-0.1315619999999999,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,metropolitan,False
cf446b5d-667b-4f36-a937-44e5051fb961,Person search,2018-01-23T15:21:00+00:00,False,51.491738,-0.085165,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,metropolitan,False
a3a538f4-0b54-452d-887f-4ce2c3c86045,Person and Vehicle search,2018-12-27T21:50:00+00:00,False,53.83601,-1.811615,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,True,False,west-yorkshire,False
