ISBN,Genre
0307126366,Friendship
0307010368,Juvenile Fiction
0307131173,Juvenile Fiction
0307988295,Juvenile Nonfiction
059040959X,Painters
0590419803,Automobile drivers
0316177571,Adventure and adventurers
0307131041,Juvenile Nonfiction
0816742901,Juvenile Fiction
0590262432,Juvenile Nonfiction
0307128555,Juvenile Nonfiction
0394825500,
059025944X,Juvenile Fiction
0843105593,Juvenile Fiction
0440339332,Fiction
0345350103,
1561560103,Juvenile Nonfiction
0375813071,Juvenile Nonfiction
0395775590,Drama
0439104270,Biography & Autobiography
0373482108,
0373240104,Fiction
0671536877,
1881527360,Bird watching
0913668583,Education
0671731556,Fiction
0307159795,Pizza
0590997289,Juvenile Fiction
0316706310,Juvenile Fiction
0688083099,Alaska
0395884578,Juvenile Fiction
0449702901,Juvenile Fiction
038000383X,Fiction
0590440632,Adventure and adventurers
0451112237,Fiction
0394717708,AztlÃ¡n
0345359305,History
0553297562,Juvenile Fiction
1570643296,"""Childrens stories"""
1562823795,Honey
039475039X,Biography & Autobiography
0141307048,Juvenile Fiction
0316121444,Juvenile Fiction
0590762591,Juvenile Fiction
0590501747,Juvenile Fiction
0899080553,Bermuda Triangle
0385321988,Juvenile Fiction
0440908035,Juvenile Fiction
0590454242,Juvenile Fiction
0590059750,Juvenile Fiction
0590484966,Juvenile Fiction
0440220041,Juvenile Fiction
0812531035,Fiction
0590481134,Juvenile Fiction
0679841938,Juvenile Fiction
0671455338,
0671497642,Brothers and sisters
0439106788,Juvenile Fiction
0816722625,Juvenile Fiction
187382100X,
045303005X,Juvenile Fiction
156282502X,Fairy tales.
0553158511,Juvenile Fiction
1562477668,Juvenile Fiction
0440920302,Friendship
0440932599,Juvenile Fiction
0816716099,Heroes
1858281423,Peru
0671019260,Juvenile Fiction
0822492156,Juvenile Nonfiction
0553571869,Fiction
0450531503,
089375403X,
0679416889,Fiction
0916392015,Bacteriologists
0689115474,Social Science
0394517482,Fiction
0380790823,Schools
0345418506,Fiction
0590542095,Juvenile Fiction
0875162576,Religion
1581840047,Carcharocles megalodon
0671868837,Family & Relationships
0688170145,Fiction
0671559958,Fiction
038070577X,Fiction
0679904263,Baseball stories
0446517836,Fiction
0553109561,Fiction
0806520469,Music
0816769486,Juvenile Nonfiction
0849977673,Juvenile Nonfiction
0316354724,Fiction
0394809831,Juvenile Nonfiction
1853913057,Crafts & Hobbies
0071347984,Computers
0792263561,Nature
0895263335,Biography & Autobiography
0373264135,Fiction
0060172096,Religion
0321125290,Computers
0440192463,Fiction
0603032931,
0749719273,Boarding schools
0452273064,Fiction
0671648586,Fiction
0871136813,Fiction
0967907306,Fiction
0138519323,Nonprofit organizations
0785805826,Cookery
0471352284,Business & Economics
0520215753,Business & Economics
0761520295,Business & Economics
1861001568,Computers
0883442809,Religion
0151010749,Fiction
0060590254,Fiction
0375411585,Fiction
0140442065,Philosophy
0618039694,Fiction
0609609769,Biography & Autobiography
0060533404,Fiction
0060523883,Fiction
0765307006,Fiction
0066620430,Business & Economics
0871139073,Fiction
1931561591,Fiction
0618335455,Fiction
0399151125,Fiction
158243297X,Fiction
087113912X,Fiction
0142003794,Fiction
1590510917,Fiction
0743255984,Fiction
1565123832,Fiction
1592640354,Fiction
079318150X,Business & Economics
193240709X,Fiction
1585674435,Fiction
1561484059,Fiction
0805070656,Fiction
1565123875,Fiction
1582432910,Fiction
0312318448,Fiction
1569473544,Fiction
1931561494,Fiction
047146502X,History
0826414931,Social Science
0823222659,Biography & Autobiography
1592640273,Fiction
1592640311,Fiction
1592640303,Fiction
1565124030,Biography & Autobiography
1932407022,Fiction
0805073469,Fiction
0312311818,Fiction
0805065539,Biography & Autobiography
1592640346,Fiction
1565121953,Fiction
052594740X,Fiction
188939209X,Family & Relationships
1572151056,
0878440518,Biography & Autobiography
0811816656,Humor
1887374426,Crafts & Hobbies
0062512021,Religion
0060193506,Biography & Autobiography
1568846355,Computers
0345275357,Fiction
0671578197,Fiction
0441007406,Fiction
0843950773,Fiction
0758204213,Fiction
0821749749,Fiction
0142001619,History
0312970943,Fiction
1580050662,Social Science
0393315401,Fiction
3404149394,
0972172335,
061809542X,Biography & Autobiography
0586067353,"""Authors spouses"""
0099288559,English fiction
0862412285,Fiction
0786884320,Self-Help
0590483196,Boarding schools
0425128946,
0064407853,Juvenile Fiction
155143072X,Juvenile Fiction
0670855049,Fiction
0515127744,Fiction
0505524775,Fiction
0944276113,Fiction
038078999X,Fiction
0843941979,Fiction
0672317249,Computers
0789723700,Computers
0688059589,Fiction
1853260398,Fiction
0307261034,Juvenile Fiction
0330332104,
1593270348,Computers
0486209741,Nature
156292267X,Religion
0771592655,
0812570030,Fiction
0439560438,Juvenile Fiction
0439420784,Juvenile Fiction
0439306086,Juvenile Fiction
0439306078,"""Childrens stories"""
0439207843,Juvenile Fiction
0439182980,Juvenile Fiction
0439182972,Juvenile Fiction
0590108441,Juvenile Fiction
0590108433,Juvenile Fiction
0972952977,History
1562820745,Juvenile Fiction
0736410023,Juvenile Fiction
0786832622,Holidays
0810908123,Animation (Cinematography)
0060281375,Juvenile Fiction
0439042445,Juvenile Nonfiction
1562823779,Easter eggs
0375810161,Juvenile Nonfiction
0345401956,Reference
0935112766,History
0394837851,Science fiction
0878578129,Health & Fitness
0805052488,Biography & Autobiography
0895261863,Medical
0831716762,Science
006105531X,Art
0895775646,Travel
0553375393,Education
1556617046,Religion
0786832002,Juvenile Fiction
1878346350,
0689805527,Juvenile Fiction
0689805772,Juvenile Fiction
0070064563,Humor
0618154043,Fiction
0723241759,Biography & Autobiography
0723244049,Animals
0448433400,Juvenile Fiction
0061052965,
0345434668,Fiction
0812574990,Fiction
0812534859,Fiction
0671537660,"Erotic stories, American"
0451138597,
0881848115,Biography & Autobiography
0061053554,Juvenile Fiction
069620326X,Cooking
0671723561,Cooking
0786831901,Juvenile Nonfiction
1579545491,Cooking
0696011050,
1557882177,Cooking
0812500792,
0590435744,Juvenile Fiction
0590415840,Juvenile Fiction
0590411284,Babysitters
0590437216,Artists
0590294024,Juvenile Fiction
0060172940,Cooking
0696013258,Cooking
0913592021,Communication
0590852965,"""Childrens stories, American."""
0816742790,Juvenile Fiction
0840763050,Buried treasure
0590405454,Juvenile Fiction
0590255207,Juvenile Fiction
0440205166,Biography & Autobiography
0425043770,Cults
0380773287,Bands (Music)
0671810162,Vampires
0345456440,Fiction
0671674900,Detective and mystery stories
1589196635,Juvenile Nonfiction
1401300952,Humor
0373825129,Fiction
0373825110,Fiction
0373825080,Fiction
0373825072,Fiction
0373825064,Fiction
0316532843,Juvenile Nonfiction
0849913071,Juvenile Fiction
0753453290,Juvenile Nonfiction
0671872885,Juvenile Nonfiction
0060263954,Juvenile Fiction
0373226152,Fiction
0373226160,Fiction
0679883886,Juvenile Fiction
0307168506,Juvenile Nonfiction
1856978796,Juvenile Nonfiction
0684834456,Fiction
0385327714,Juvenile Nonfiction
0767910427,Language Arts & Disciplines
0673522407,
0809240238,Graphology
0890878145,Health & Fitness
0801009596,"""Childrens stories, American."""
1559723122,Biography & Autobiography
0393057445,
0374382522,Juvenile Nonfiction
0373226500,Fiction
0373226403,Fiction
0373226497,Fiction
037322642X,
037322656X,Fiction
0373226314,Fiction
0373226489,Fiction
0373226357,Fiction
0373226535,Fiction
0373226438,Fiction
0373226543,Fiction
0312861826,Fiction
0739402447,Birthdays
0609802348,House & Home
0517037505,Fiction
0848704991,
0517027488,Philosophy
0895776189,Religion
0671700340,Juvenile Fiction
0671700316,Juvenile Fiction
0373250649,Fiction
1585472298,Fiction
0375754210,Biography & Autobiography
006017000X,Europe
0684801299,Biography & Autobiography
0385121229,Medical
0553346148,
0785812466,History
0767905342,History
0393961451,Utopias
0590434977,Science
0553345214,Fiction
0670828076,Fiction
0375500146,Fiction
0140150749,Literary Collections
0805017291,Social Science
0720611180,Fiction
0375422323,Fiction
1558749748,Family & Relationships
0679454330,Social Science
0394757572,Children of alcoholics
0380709171,Juvenile Fiction
0440422159,Juvenile Fiction
1573222135,Fiction
0671724630,Fiction
0517704552,Fiction
0816516650,Nature
1552782492,Fiction
1565122763,Fiction
0805061843,Social Science
086571357X,Race discrimination
0745310826,Social Science
0816633746,Social Science
0393315118,History
0385424345,Political Science
015100529X,Fiction
0380709589,Juvenile Fiction
0789451697,Canada
0425184579,Fiction
0688011500,Fiction
0066620503,Computers
0425157849,Fiction
0679783504,Fiction
0670838047,Juvenile Fiction
0836192141,Religion
0684862980,Self-Help
0670844268,"Science fiction, Canadian"
0803714629,
0590228757,Juvenile Fiction
0439312280,Juvenile Fiction
0590442589,Eyeglasses
0590421190,Inventions
0316115452,
0590691775,Juvenile Fiction
0786842598,Juvenile Fiction
0877451753,Fiction
0435905627,Fiction
0446347949,Business & Economics
1573929859,True Crime
0671702408,Health & Fitness
0517704285,Fiction
0671660306,Fiction
0345288653,Fiction
1565120019,Fiction
0312255004,Fiction
0671899562,Fiction
0345374711,Fiction
0670875899,Biography & Autobiography
0689821344,Juvenile Fiction
0801009928,"""Childrens stories, American"""
0805421270,Fiction
0880299053,Canon (Literarature)
0760725187,
1566190274,"Napoleonic Wars, 1800-1815"
1586190210,Fiction
0061083836,Fiction
0451201574,Fiction
0689714858,Juvenile Fiction
0380731320,Fathers and daughters
3765724599,
3551552584,
3746612411,
3442420024,
3608934227,
0446527750,Social Science
0671680757,Biography & Autobiography
0380682966,Psychology
0061006130,Labor leaders
0373034180,Fiction
0373114605,Fiction
037370724X,
0373707193,Fiction
0373112165,Fiction
0373706669,
0373223404,Fiction
0764550438,Cooking
0440207053,Fiction
0345325486,Fiction
0679803475,Juvenile Fiction
0440226856,Juvenile Fiction
0440227100,Juvenile Fiction
1561383910,"Body, Mind & Spirit"
0312077165,Veterinarians
0385720688,Fiction
006092635X,Fiction
0399138293,Fiction
0553579169,Fiction
0671786733,Fiction
0375404120,Fiction
0393322904,Fiction
0618049347,Fiction
0759908001,Fiction
0830714839,
0374523266,Poetry
0140158502,Fiction
0679738045,Fiction
0140042601,Coal miners
0965618595,
0393046117,Fiction
1573220795,Fiction
0684852217,Fiction
0671787268,
0553569198,Fiction
0142400017,Juvenile Fiction
0671891200,Philosophy
0380812053,Fiction
0310498910,Religion
0758203195,Fiction
0789439298,Juvenile Fiction
0373708378,Fiction
0679869743,Juvenile Nonfiction
0373243170,Fiction
0689831242,Juvenile Fiction
0439188776,Juvenile Fiction
0152010661,Juvenile Fiction
0307302628,Juvenile Fiction
0837850711,"Bible stories, English"
0061067121,Juvenile Fiction
0440238145,Juvenile Fiction
0671497251,"""Childrens stories, American"""
0934998442,Fiction
0804108129,Fiction
0440226813,Juvenile Fiction
0373095023,
0373094736,
0930507045,Family & Relationships
0061099678,Political Science
0590411322,Diaries
0446604593,Humor
0373033338,Fiction
0671729497,Fiction
006097317X,History
0590691872,Brothers and sisters
0590483021,Honesty
068815588X,Religion
157566156X,Fiction
0064472809,Juvenile Fiction
185326024X,Fiction
0517222027,Fiction
0758203055,Fiction
0843922257,
0380710846,Fiction
0449000346,Fiction
0590460404,Fantasy
0590424475,Fairy tales
0064403661,Juvenile Fiction
0816740267,Family problems
0373292309,Fiction
067100980X,Self-Help
0767904656,Sports & Recreation
0373832699,Fiction
0385495102,Fiction
0312982011,True Crime
1586420186,Fiction
0973018909,Biographical poetry
082175453X,Fiction
031219515X,
0671524933,Fiction
0553106244,Fiction
0385312644,Fiction
0688050816,Philanthropists
0517598817,"Gleason, Jackie"
0307070476,
0809459299,
0590847783,Juvenile Nonfiction
0446520942,Business & Economics
0345297180,Family & Relationships
1568652658,Romance fiction
0843930756,Black Hills (S.D. and Wyo.)
0843937424,Fiction
0843935812,Cheyenne (Wyo.)
0671836056,"Love stories, American"
0380001373,Fiction
0310280702,
0380775956,True Crime
0449143961,
0425153479,Fiction
0307262049,Juvenile Fiction
0395444845,Enneagram
0060177810,Fiction
0060196092,Fiction
0671744593,Fiction
0394413083,Biography & Autobiography
0399136118,Fiction
0373710100,
0373707886,
0786860677,Cooking
0062510096,Social Science
067187120X,Social problems
0451150937,Fiction
0671793632,Great Britain
0399135839,Biography & Autobiography
0821734644,Fiction
0373292376,Fiction
0373111665,
0441019129,
0445046937,Fiction
0425177777,Fiction
0821760084,Fiction
0671704354,
0816158657,Fiction
0440204941,Fiction
0553274007,Fiction
0380786680,Fiction
0553252429,"""Childrens stories"""
0821741284,Fiction
0373291159,Fiction
0373030541,Fiction
0373253451,Fiction
0373115032,Fiction
0373160836,
0373253540,Fiction
0425167739,Fiction
0373031556,Fiction
0373252803,
0373031580,Fiction
0373031165,Fiction
0553571729,Fiction
0525937692,Fiction
0373027362,Fiction
0373030282,
0373031629,Fiction
0373030460,Fiction
0373702647,Fiction
0373252951,
0373704755,Fiction
0373115830,Fiction
0373031327,Fiction
0373031092,Fiction
0373029209,Fiction
0373702922,Fiction
0517577569,Health & Fitness
067142369X,Detective and mystery stories
0679806687,Heroes
0026885018,Juvenile Nonfiction
039921559X,Juvenile Fiction
0064402037,Juvenile Fiction
1573181641,Fiction
0453006116,Fiction
0451172698,Biography & Autobiography
006250844X,Medical
0786014334,Fiction
0385473893,Fiction
0812564103,Fiction
1558022007,High schools
0874777437,Health & Fitness
1551661462,Fiction
0373079885,Fiction
0590327399,Astronomy
0590406191,Juvenile Fiction
0316367893,Juvenile Fiction
0440403898,Fantastic fiction.
0816713197,Adventure stories
0373501765,Fiction
0373243030,Fiction
0373708041,
037350165X,Fiction
0399142878,Fiction
0671001159,Fiction
0590443003,Juvenile Fiction
0373099835,Fiction
0312961715,Fiction
0553560506,Fiction
0451409930,Fiction
0060628391,Religion
0671703099,Fiction
0684152673,Fiction
0425183866,Fiction
0060628251,Religion
0399135804,
0880708271,Christianity
0399135375,Fiction
0684815001,Philosophy
0671003992,Fiction
0553248553,Criminal investigation
0425148270,Biography & Autobiography
0380542706,
0451168879,Fiction
0373056397,
0373161980,Fiction
0821733354,
1557736812,Fiction
0445085959,Bears
0445040890,Fantasy
1551662868,Fiction
0684837617,Fiction
1574410296,History
0609800590,Family & Relationships
067944050X,Biography & Autobiography
038077691X,Fiction
0553070037,Fiction
0312956037,Fiction
0553072633,Fiction
0399137602,"Persian Gulf War, 1991"
0396088988,
0670831360,Anger
0553097172,Biography & Autobiography
0821743937,Fiction
052341207X,
0525940170,Princesses
0373256620,Fiction
0880013222,Cookbooks
0312153988,Social Science
044652056X,Cooking
0440208424,Fiction
1557732485,Football players
0684814595,Fiction
0449213714,Fiction
0312156413,Fiction
046503618X,Biography & Autobiography
0373834632,Fiction
0801056985,Fiction
0312144210,Fiction
0679420495,Fiction
0671689487,Fiction
0684811529,Fiction
0505525070,Fiction
0671039423,Juvenile Fiction
0689853157,Juvenile Fiction
0590994514,Individuality
0590066935,
0316110590,Juvenile Fiction
1561568511,Boarding schools
0439096987,Juvenile Fiction
0439178789,Juvenile Fiction
0439178762,Juvenile Fiction
0590486470,Juvenile Fiction
0440415799,Juvenile Fiction
0816772266,Juvenile Nonfiction
0399149775,Fiction
0553106309,Medical
0767903927,Health & Fitness
0922820007,
0747260214,Fiction
0141310995,Juvenile Fiction
0786880872,Psychology
0771099754,Biography & Autobiography
0195409361,Literary Criticism
0195413814,
1550023624,Biography & Autobiography
0770422454,Fiction
077042161X,"""Childrens stories"""
0771061986,Courtship
0802044069,Social Science
155661358X,Fiction
1565073517,Religion
0195104285,Fiction
0871239000,Fiction
1556611110,Fiction
1577483421,Biography & Autobiography
1556611919,Fiction
0452279771,History
0590494244,Juvenile Fiction
060960287X,Fiction
0151686564,Juvenile Nonfiction
0441010393,Fiction
2742709150,
0874066085,Juvenile Fiction
0066210232,Fiction
080213887X,Fiction
0486282228,Drama
0571053718,Nature
0746003129,Juvenile Nonfiction
0140342133,Adventure stories
0671029665,Fiction
0413418405,
0006747388,
0345394364,Fiction
0064473570,Juvenile Fiction
0802132073,Fiction
0552995274,
0452270642,Fiction
0553381350,Biography & Autobiography
0802151825,Fiction
0571067425,
0006163831,American fiction
0330260057,
0758204744,Fiction
0140288368,Detective and mystery stories
0312194722,Fiction
0515134880,Fiction
0316926086,Fiction
0440132789,Fiction
0708840345,
0805052119,
477002505X,Fiction
0582717531,Islands of the Pacific
0786805714,Juvenile Fiction
0394508432,Fiction
0091801338,Detective and mystery stories
086272807X,"""Childrens stories, English"""
0864730101,New Zealand drama
0375702369,Fiction
0802140203,Fiction
059303452X,
0060082070,Juvenile Fiction
0833542664,
0192752138,"""Childrens stories"""
0330311115,
0710094663,
044100007X,Fiction
0446405337,Fiction
0571194958,Culture shock
0552992941,
086868127X,New Zealand
1898125333,
1587152827,Fiction
0140187499,Literary Collections
0340779381,Stress management for teenagers
0571141625,
0333632354,Adultery
0671038559,Fiction
0531070301,Juvenile Nonfiction
0723234639,"""Childrens stories"""
1890208256,Fiction
0141306025,Adventure
0066620147,Business & Economics
0851707602,Performing Arts
0140108394,Fiction
0140123415,
0896082792,Health & Fitness
0380784149,Fiction
0886778778,Fiction
0441094996,Fiction
0743435419,Fiction
3492229700,
0375708448,Fiction
0671695789,Schools
0553567020,Juvenile Fiction
0553566598,Juvenile Fiction
055356658X,Diaries
0590400789,
0671520512,Cheerleading
0316777129,Biography & Autobiography
0393035433,English fiction
078601086X,True Crime
0140327592,Bullies
5020054542,
0883685159,Religion
1580620477,Religion
0830712585,Adolescence
0757000835,Family & Relationships
0310235138,Family & Relationships
0440345715,Biography & Autobiography
0310973201,"""Childrens art"""
157748326X,
0140103805,Fiction
0140249990,Biography & Autobiography
3596130735,
0385491360,Performing Arts
0505523574,Fiction
0330326627,
0373035713,Fiction
0373483171,Fiction
0515122424,Fiction
0441005209,Fiction
0590420054,Babysitters
0590411268,Artists
0060927399,Fiction
0671868373,Juvenile Fiction
0671529668,Fiction
0671894315,Juvenile Fiction
0451189809,English fiction
0373761066,Fiction
0451180348,Fiction
0440226686,Juvenile Fiction
8489592098,
0380713799,Science
1580627749,Pets
0441008984,Fiction
0446610976,Fiction
0396085229,Fiction
0026100800,Fiction
0070192979,Technology & Engineering
0931271169,History
1562531549,Business & Economics
0764501836,Computers
0886779995,Fiction
0385422350,Fiction
0671872796,Fiction
0060148934,Fiction
0812522494,Fiction
0449245314,
0523422024,
0812538986,Fiction
0426205073,Human-alien encounters
0812502388,Fiction
0441010644,Fiction
0394523881,Fiction
0671707957,Fiction
0523419619,Fiction
0345397231,Fiction
0451138678,Fiction
0809240068,Humor
006105769X,Fantasy
1853270873,
0140150692,English prose literature
034529212X,
0345308387,Human-alien encounters
0743435451,Fiction
0931271177,Fiction
0345305655,Australia
0812551397,Fiction
0440171857,
0812536452,Fiction
0553280732,Fiction
0393325423,Science
0393324427,Science
0452284392,Computer networks
0375411968,Fiction
0449006905,Fiction
0786861061,Fiction
0385333587,Fiction
0395827485,Authors
2258034310,Humor
2290327689,French fiction
0451455533,Fiction
0140714898,Drama
2841467279,
0312855311,Fiction
0140505660,Juvenile Fiction
0451184262,Fiction
202010931X,
2264022000,
2246407117,French fiction
2226058710,
2264017635,Aboriginal Australians
2020006189,Biology
2221086589,Jerusalem
0836217357,Humor
2290331805,
2070381137,
0140284656,Fiction
2264026715,
2020256983,Cats
273810410X,Science
2080675192,Death
0679417648,
067940676X,Humor
0451207599,Fiction
0140112952,Travel
006050563X,Fiction
0140441697,Biography & Autobiography
0415120896,Foreign Language Study
0140440348,Greece
2070426718,Fiction
0553232908,Africa
0345379438,Fiction
0590403850,Fiction
0553213059,Drama
0440202493,Fiction
0553297570,Juvenile Fiction
0449217787,Self-Help
034536161X,Fiction
0440202477,Fiction
0440202485,Fiction
0671475665,Adventure stories.
0671677144,Interplanetary voyages
0671473883,Fiction
0671652419,Science fiction
0671744682,Fiction
067179566X,Fiction
0671679805,Enterprise (Spaceship)
0671797468,Fiction
0671872508,Fiction
0671702378,Science fiction
0590403826,Charities
0440504082,Puzzles
0140158375,Humor
0878573410,Gardening
0446823198,Superhero fiction
0451451902,Fiction
0671792202,Film novelizations
0060809876,African American authors
0880382996,
015650300X,Braille
0806511613,Performing Arts
0345337905,Plot-your-own stories.
0198661304,Literary Criticism
0395611571,Psychology
0880380217,Fiction
0345329384,Adventure and adventurers
0345329376,Juvenile Fiction
0486227995,Nature
0809463245,"Body, Mind & Spirit"
0809463687,Medical
0809463121,"Body, Mind & Spirit"
0809463164,"Body, Mind & Spirit"
0312017847,Performing Arts
0446386960,"Body, Mind & Spirit"
0679723137,African American men
0399513191,Film excerpts
0448089033,Juvenile Fiction
0448095505,Juvenile Fiction
0451523210,Fiction
1896836259,Religion
0743410173,Fiction
0312127057,History
0553212788,Political Science
0590333836,
0345337867,Juvenile Fiction
0812509714,Fiction
0765302195,Fiction
068981724X,Juvenile Fiction
0446340138,
0451522346,Courage
0380731584,Biography & Autobiography
074347676X,Fiction
0879236493,Juvenile Fiction
0671727567,
0345363140,Fiction
0553239104,
0521094763,Literary Collections
1579544355,American wit and humor
0679435328,Fiction
0451517407,
0373261152,Fiction
0373263848,Fiction
0812555481,Fiction
0441009832,Fiction
0451450019,Fiction
0440214920,Fiction
067148852X,
0446302228,Fiction
0451458710,Fiction
0886777704,Fiction
0880709464,Fiction
0688090710,Cooking
0142501115,Juvenile Fiction
0765342456,Fiction
080694305X,Crafts & Hobbies
0806917806,Crafts & Hobbies
0312316801,Fiction
0812523857,Fiction
0151003076,Art
1882159659,Wolves
0786883618,Humor
0879512016,Design
0312198817,Fiction
0312180942,Fiction
1561446068,Animals
0375704531,Fiction
0553572601,Fiction
0345257340,
0312353227,Fiction
0345391187,History
0140373365,Juvenile Fiction
1575666375,Fiction
0963360809,Cooking
1562829300,Cooking
0847821889,Cooking
037602190X,Cooking
0938077775,Philosophy
0688121659,Cooking
0762101040,Health & Fitness
158063107X,Biography & Autobiography
0312151942,Performing Arts
0671537539,Fiction
0962819034,"Body, Mind & Spirit"
0440215773,Language Arts & Disciplines
067153145X,Fiction
0061092622,Fiction
1881649121,
0131414003,
1580621465,Child rearing
1578590426,Performing Arts
043926040X,Curiosities and wonders
0061020451,Fiction
0345294904,Adventure stories
0451458443,Fiction
1565048016,Fiction
0451454510,Fiction
0440215560,Juvenile Fiction
0671734040,Arthurian romances
0441006817,Fiction
0380774771,Curiosities and wonders.
0523418876,
0737000880,Health & Fitness
015655125X,
2760400174,Eskimos
0679722238,History
0679745408,Social Science
030907309X,Science
0140443002,Fiction
0316328367,
0770421113,Juvenile Fiction
0812504224,Fiction
0345917421,
0553580000,Fiction
0312971079,Fiction
0061091693,Fiction
0310247454,Self-Help
0207168997,Fiction
067122025X,Fiction
0874775310,Social Science
0385473788,Biography & Autobiography
0380754037,"Hamburger Hill, Battle of, Vietnam, 1969"
0590328425,Fruit
0061098124,Fiction
0451409477,Fiction
0670030457,Fiction
0262193388,Computers
0307030016,Animals
0743442229,Juvenile Fiction
080651146X,"Body, Mind & Spirit"
0139839909,"Body, Mind & Spirit"
0062736337,"Advertising, Direct-mail"
0671868381,Juvenile Fiction
0590432788,Juvenile Fiction
059043280X,Juvenile Fiction
0091833310,
0812516567,Fiction
0345326768,Fiction
0072123834,Computers
0735609993,Computers
0735616361,Computers
1576107124,Computers
1581121717,Computers
3442723809,
3498005006,
3442724201,
0898864178,
0060536985,Fiction
0937609455,
0743216016,Humor
0786866837,Self-Help
0812919211,Iraq
0889740224,Fiction
0966429702,
0373251807,Fiction
0373026552,
0373053673,
0373098111,
0373089260,
0373251939,
0373482418,Fiction
0373089376,
0373115520,Fiction
0373088078,
0373057342,
0440586550,California
0373097441,
0864421796,Travel
0708901883,Fiction
0140073175,National Book Awards
0842358471,Religion
0824512502,Family & Relationships
0961424826,
0439073723,Science
0553159585,Chinese Americans
0440413192,Juvenile Fiction
1551432102,Juvenile Fiction
0670837717,Music
0805011528,Biography & Autobiography
3000077227,
8478096876,
0860688992,Child abuse
9504902561,
0783888538,Fiction
0786013230,Fiction
0451183096,Fiction
0671675834,Fiction
0786013257,Fiction
0440223989,Fiction
0534217982,Calcul infinitÃ©simal - ProblÃ¨mes et exercices
0029256208,
0140244948,Meditation
2253059536,Fiction
2267015161,"Poets, Portuguese"
2213615454,Malian fiction (French)
2070387046,
2020508923,Gay men
2070392953,Fiction
2020218941,AIDS (Disease)
2290318450,Fiction
2700223969,
2710300877,
2264021756,
2912162157,
2070385264,Fiction
2070382753,Fiction
2070752674,Aussteiger
2841564339,
2227722711,DÃ©mon
2841146448,
221103778X,
2070541835,Castaways
2070763234,French fiction
2742733213,Oral history
2070379191,Fiction
2246586313,European Union countries
222108229X,Economic forecasting
2070394425,Fiction
2020246449,AIDS (Disease)
2264023813,Fiction
2070387054,Fiction
284146928X,"""DÃ©mocratisation de lenseignement - France"""
2200261179,Television and children
0380005840,"Science fiction, Polish"
075640018X,Fiction
0803712286,Juvenile Nonfiction
0609804669,Philosophy
0395521483,Psychology
0345356748,Fiction
0671003917,Biography & Autobiography
0679310738,Fiction
0670875910,Fiction
1550541250,
0380809206,History
0441000231,Fiction
0887307515,Business & Economics
0486266850,Poetry
1878143018,Health & Fitness
0394171225,African Americans
1853260029,Fiction
0553290231,Biography & Autobiography
0451521919,Animal experimentation
0684823748,Religion
0812517059,Fiction
1853260800,Fiction
0374253854,Biography & Autobiography
0743410572,Fiction
1569800006,
0449223035,Fiction
0671767917,Psychology
1887570020,
0880884428,
0517703254,Fiction
0140440925,Fiction
0891096124,
1565070771,Political Science
0553277456,Fiction
0893759988,Juvenile Fiction
0451519582,
0886191033,"Guerre, 1939-1945 (Mondiale, 2e) - Mouvements de rÃ©sistance - Yougoslavie - Biographies"
0517582252,Delaware River (N.Y.-Del. and N.J.)
0805059857,Science
1410732010,
0812524713,Fiction
0743435125,Fiction
0767908309,Social Science
0425161390,China
0515127299,Fiction
0380804662,Fiction
042516375X,Fiction
1556612850,Fiction
0671460285,Fiction
0897212738,Gardening
0881339393,House & Home
0312981570,True Crime
0312269609,Fiction
0380713748,Fiction
0812521080,Fiction
0393050297,True Crime
055356577X,Religion
0345337026,Fiction
0743233581,Fiction
8427025157,
006092084X,Art
0679736301,Fiction
0140442413,History
0140445323,Poetry
0415918227,Art
080706789X,Law
0385262450,Humor
0385491069,Fiction
1550961780,Fiction
0966234138,Education
0425155935,Religion
0609802879,Sports & Recreation
0679746315,Fiction
0345391527,Fiction
0684801566,Social Science
1567186890,"Body, Mind & Spirit"
0671739891,Psychology
1860498132,Fiction
0670881686,
0886776864,Fiction
0843945443,Fiction
0312192940,Fiction
0385493266,Fiction
0892966467,Fiction
1567140548,Horror tales
0399142525,Fiction
3423130539,
3446128832,
1583220208,Fiction
0821735101,Fiction
0439188768,Juvenile Fiction
849578744x,Business & Economics
847888730x,Fiction
8420441694,Fiction
8470390244,"Authors, Spanish"
9684112017,Foreign Language Study
8408001493,Literary Criticism
3596106729,Czech fiction
1892145081,Travel
0684832720,Business & Economics
1573222062,Philosophy
0375402519,Fiction
0745320104,History
3442162637,
9999999999,History
0385240708,Family & Relationships
0671556002,Health & Fitness
0806931744,Crafts & Hobbies
000648381X,
0395822831,Business & Economics
0713990910,Family & Relationships
0394523814,Fiction
0060111089,Physicists
0394759788,Humor
0060148454,"Civilization, Modern"
0399141308,Fiction
0812921135,Music
042516814X,Fiction
0553567977,Fiction
0440234557,Fiction
0451203275,Fiction
0553294148,Fiction
0312956010,Fiction
0375403698,Fiction
0425175510,Fiction
0553575872,Fiction
080411966X,Fiction
1582614830,Sports & Recreation
0140367292,Juvenile Nonfiction
0312151365,Self-Help
0434000973,Detective and mystery stories
1586649310,Comics & Graphic Novels
0486295559,Fiction
067101580X,Country life
0380490986,History
0060572140,Biography & Autobiography
037550124X,Biography & Autobiography
0345426649,Fiction
0141014628,Biography & Autobiography
0684871904,Art
9029028106,
9029536225,
0060179430,Fiction
